Singles (2003),"""Looking For Love"""," ""Single Life"""," ""Twentysomething Life""",,,,,,
Prince of Persia: The Sands of Time (2010),"""Priceless Artifacts and Prized Objects"""," ""Race Against Time"""," ""Crowned Heads""",,,,,,
The Hobbit: The Battle of the Five Armies (2014),"""Great Battles"""," ""Heroic Mission"""," ""Priceless Artifacts and Prized Objects"""," ""Wizards and Magicians""",,,,,
Romancing the Stone (1984),"""Americans Abroad"""," ""Opposites Attract"""," ""Priceless Artifacts and Prized Objects"""," ""Treasure Hunts""",,,,,
Night at the Museum (2006),"""Curses and Spells"""," ""Fathers and Sons"""," ""Priceless Artifacts and Prized Objects""",,,,,,
Indiana Jones and the Temple of Doom (1984),"""Daring Rescues"""," ""Obsessive Quests"""," ""Priceless Artifacts and Prized Objects"""," ""Race Against Time"""," ""Treasure Hunts""",,,,
Indiana Jones and the Kingdom of the Crystal Skull (2008),"""Priceless Artifacts and Prized Objects"""," ""Fathers and Sons"""," ""Heroic Mission""",,,,,,
The Huntsman: Winter's War (2016),"""Curses and Spells"""," ""Heroic Mission"""," ""Priceless Artifacts and Prized Objects""",,,,,,
"The Butcher, the Chef, and the Swordsman (2010)","""Cooks and Chefs"""," ""Dangerous Attraction"""," ""Keeping a Secret"""," ""Priceless Artifacts and Prized Objects"""," ""Prostitutes""",,,,
Tenacious D in the Pick of Destiny (2006),"""Musician's Life"""," ""Obsessive Quests"""," ""Priceless Artifacts and Prized Objects"""," ""Rise and Fall Stories""",,,,,
Outlander (2008),"""Evil Aliens"""," ""Mutants"""," ""Vikings""",,,,,,
Vikingdom (2013),"""Heroic Mission"""," ""Vikings""",,,,,,,
Beowulf (2007),"""Heroic Mission"""," ""Obsessive Quests"""," ""Crowned Heads"""," ""Vikings""",,,,,
The Saga of the Viking Women and Their Voyage to the Waters of the Great Sea Serpent (1957),"""Daring Rescues"""," ""Disasters at Sea"""," ""Finding a Way Back Home"""," ""Heroic Mission"""," ""Vikings""",,,,
"Erik, the Viking (1972)","""Vikings""",,,,,,,,
Northmen: A Viking Saga (2014),"""Treasure Hunts"""," ""Vikings""",,,,,,,
Revenge of the Barbarians (1985),"""Vikings""",,,,,,,,
How to Train Your Dragon (2010),"""Fathers and Sons"""," ""Mythical Creatures"""," ""Unlikely Heroes"""," ""Vikings""",,,,,
Erik the Viking (1989),"""Heroic Mission"""," ""Vikings""",,,,,,,
NOVA: The Vikings (2000),"""Vikings""",,,,,,,,
Pathfinder (2007),"""Chosen One"""," ""Fish Out of Water"""," ""Heroic Mission"""," ""Obsessive Quests"""," ""Righting the Wronged"""," ""Vikings""",,,
How to Train Your Dragon 2 (2014),"""Unlikely Heroes"""," ""Fathers and Sons"""," ""Mothers and Sons"""," ""Mythical Creatures"""," ""Vikings""",,,,
The Viking Queen (1967),"""Vikings""",,,,,,,,
The Vikings (1958),"""Love Triangles"""," ""Sibling Relationships"""," ""Vikings""",,,,,,
Knives of the Avenger (1965),"""Vikings""",,,,,,,,
L'Ultimo dei Vikinghi (1960),"""Vikings""",,,,,,,,
Hrafninn Flýgur (1984),"""Vikings""",,,,,,,,
Den Roede Kappe (1968),"""Out For Revenge"""," ""Star-Crossed Lovers"""," ""Vikings""",,,,,,
Bringing Up Baby (1938),"""Opposites Attract"""," ""Otherwise Engaged""",,,,,,,
My Night at Maud's (1969),"""Crisis of Faith"""," ""Otherwise Engaged""",,,,,,,
10 (1979),"""Midlife Crises"""," ""Otherwise Engaged""",,,,,,,
The Age of Innocence (1993),"""Otherwise Engaged"""," ""Love Triangles"""," ""Social Climbing""",,,,,,
Enchanted (2007),"""Fish Out of Water"""," ""Fantasy Lands"""," ""Otherwise Engaged"""," ""Crowned Heads""",,,,,
Good (2008),"""Betrayal"""," ""Crisis of Conscience"""," ""Teachers and Students""",,,,,,
Bellflower (2011),"""Betrayal"""," ""Self-Destructive Romance""",,,,,,,
Phoenix (2014),"""Betrayal"""," ""Crumbling Marriages"""," ""Living With Disability"""," ""Treacherous Spouses""",,,,,
Shadow Dancer (2012),"""Betrayal"""," ""Political Unrest""",,,,,,,
The Town (2010),"""Bank Robbery"""," ""Betrayal"""," ""Hostage Situations""",,,,,,
The Loneliest Planet (2011),"""Betrayal""",,,,,,,,
Blood and Sand (1922),"""Betrayal"""," ""Infidelity"""," ""Self-Destructive Romance""",,,,,,
True Story (2015),"""Amateur Sleuths"""," ""Assumed Identities"""," ""Betrayal"""," ""Clearing One's Name"""," ""Cons and Scams"""," ""Murder Investigations"""," ""Treacherous Spouses""",,
Alleluia (2014),"""Betrayal"""," ""Mysterious Strangers"""," ""Treacherous Spouses""",,,,,,
The Attack (2012),"""Betrayal""",,,,,,,,
Mr. District Attorney (1941),"""Betrayal"""," ""Obsessive Quests"""," ""Political Corruption""",,,,,,
Another Year (2010),"""Betrayal"""," ""Crumbling Marriages"""," ""Infidelity""",,,,,,
The Paranoids (2008),"""Betrayal"""," ""Love Triangles"""," ""Men's Friendship""",,,,,,
Very Good Girls (2013),"""Betrayal"""," ""Faltering Friendships"""," ""First Love"""," ""Journey of Self-Discovery"""," ""Sexual Awakening""",,,,
Outrage: Way of the Yakuza (2010),"""Betrayal"""," ""Yakuza""",,,,,,,
The Assassination of Jesse James by the Coward Robert Ford (2007),"""Dishonor Among Thieves"""," ""Sheriffs and Outlaws"""," ""Betrayal""",,,,,,
Spider (2002),"""Haunted By the Past"""," ""Mothers and Sons"""," ""Innocence Lost""",,,,,,
The Babadook (2014),"""Death of a Parent"""," ""Demonic Possession"""," ""Fathers and Sons"""," ""Haunted By the Past"""," ""Mothers and Sons"""," ""Single Parents""",,,
My Left Foot (1989),"""Living With Disability"""," ""Mothers and Sons"""," ""Writer's Life"""," ""Class Differences""",,,,,
Dancer in the Dark (2000),"""Mothers and Sons"""," ""Down on Their Luck"""," ""Saintly Fools""",,,,,,
The Ballad of Narayama (1983),"""Mothers and Sons"""," ""Golden Years"""," ""Down on Their Luck""",,,,,,
The Magnificent Ambersons (1942),"""Rise and Fall Stories"""," ""Mothers and Sons"""," ""Fathers and Sons""",,,,,,
Finding Neverland (2004),"""Crumbling Marriages"""," ""Death of a Parent"""," ""Mothers and Sons"""," ""Unlikely Friendships"""," ""Writer's Life""",,,,
The More the Merrier (1943),"""Otherwise Engaged""",,,,,,,,
The Wedding March (1928),"""Otherwise Engaged"""," ""Wedding Bells""",,,,,,,
The Secret of Kells (2009),"""Fantasy Lands"""," ""Heroic Mission"""," ""Members of the Clergy"""," ""Vikings""",,,,,
Youth (2015),"""Fathers and Daughters"""," ""Generation Gap"""," ""Golden Years"""," ""Men's Friendship""",,,,,
Revolutionary Road (2008),"""Crumbling Marriages"""," ""Suburban Dysfunction""",,,,,,,
A Woman Under the Influence (1974),"""Crumbling Marriages"""," ""Mental Illness"""," ""Suburban Dysfunction""",,,,,,
Little Children (2006),"""Infidelity"""," ""Parenthood"""," ""Suburban Dysfunction"""," ""Crumbling Marriages""",,,,,
The Opposite of Sex (1998),"""Suburban Dysfunction"""," ""Runaways"""," ""Unrequited Love"""," ""Teachers and Students""",,,,,
The Incredible Shrinking Woman (1981),"""Shrunken People"""," ""Conspiracies""",,,,,,,
The Borrowers (1973),"""Mischievous Children"""," ""Shrunken People""",,,,,,,
The 7th Voyage of Sinbad (1958),"""Heroic Mission"""," ""Genie in a Bottle"""," ""Shrunken People"""," ""Treasure Hunts""",,,,,
Dollman vs. Demonic Toys (1993),"""Shrunken People"""," ""Toys Come to Life"""," ""Evil Aliens""",,,,,,
The Devil Doll (1936),"""Miscarriage of Justice"""," ""Out For Revenge"""," ""Shrunken People""",,,,,,
Attack of the Puppet People (1958),"""Shrunken People"""," ""Experiments Gone Awry"""," ""Mad Scientists""",,,,,,
Fantastic Voyage (2017),"""Finding the Cure"""," ""Heroic Mission"""," ""Shrunken People""",,,,,,
The Incredible Shrinking Man (1957),"""Shrunken People""",,,,,,,,
Army of Darkness (1992),"""Fish Out of Water"""," ""Race Against Time"""," ""Curses and Spells"""," ""Shrunken People"""," ""Time Travel""",,,,
Fantastic Voyage (1966),"""Shrunken People"""," ""Finding the Cure"""," ""Heroic Mission""",,,,,,
Dollman (1991),"""Shrunken People"""," ""Space Travel""",,,,,,,
Dr. Cyclops (1940),"""Mad Scientists"""," ""Shrunken People""",,,,,,,
Tom Thumb (1958),"""Shrunken People""",,,,,,,,
The Phantom Planet (1961),"""Heroic Mission"""," ""Shrunken People"""," ""Space Travel""",,,,,,
Ant-Man (2015),"""Heroic Mission"""," ""Shrunken People""",,,,,,,
The 3 Worlds of Gulliver (1960),"""Fantasy Lands"""," ""Human Giants"""," ""Shrunken People"""," ""Wrongly Committed""",,,,,
Mrs. Harris (2005),"""Crimes of Passion"""," ""Romantic Betrayal"""," ""Self-Destructive Romance""",,,,,,
Earth Minus Zero (1996),"""Evil Aliens"""," ""Heroic Mission"""," ""Shrunken People""",,,,,,
Once Upon a Time in America (1984),"""Rise and Fall Stories"""," ""Haunted By the Past"""," ""Romantic Betrayal""",,,,,,
Separate Tables (1958),"""Breakups and Divorces"""," ""Haunted By the Past"""," ""Mothers and Daughters"""," ""Romantic Betrayal""",,,,,
XX/XY (2002),"""Haunted By the Past"""," ""Love Triangles"""," ""Romantic Betrayal""",,,,,,
L'Avventura (1960),"""Opposites Attract"""," ""Romantic Betrayal""",,,,,,,
Sunrise (1927),"""Romantic Betrayal"""," ""Femmes Fatales"""," ""Love Triangles""",,,,,,
Closer (2004),"""Romantic Betrayal"""," ""Love Triangles"""," ""Breakups and Divorces""",,,,,,
Samson and Delilah (1949),"""Heroic Mission"""," ""Femmes Fatales"""," ""Romantic Betrayal""",,,,,,
Room at the Top (1959),"""Ladder to the Top"""," ""Romantic Betrayal"""," ""Class Differences""",,,,,,
Love with the Proper Stranger (1963),"""Love Triangles"""," ""Romantic Betrayal""",,,,,,,
City of Men (2007),"""Estrangement"""," ""Fathers and Sons"""," ""Men's Friendship"""," ""Street Gangs""",,,,,
Rize (2004),"""Dancer's Life"""," ""Inner City Blues"""," ""Street Gangs""",,,,,,
American History X (1998),"""Race Relations"""," ""Social Injustice"""," ""Going Straight"""," ""Sibling Relationships"""," ""Street Gangs""",,,,
The Land (2016),"""Dishonor Among Thieves"""," ""Drug Trade"""," ""Inner City Blues"""," ""Kids in Trouble"""," ""Street Gangs""",,,,
Dead Man's Shoes (2004),"""Haunted By the Past"""," ""Out For Revenge"""," ""Sibling Relationships"""," ""Street Gangs"""," ""Vigilantes""",,,,
Miami Connection (1987),"""Drug Trade"""," ""Musician's Life"""," ""Ninjas"""," ""Street Gangs""",,,,,
Freedom Writers (2007),"""Inner City Blues"""," ""Mentors"""," ""Street Gangs"""," ""Teachers and Students""",,,,,
Straight Out of Brooklyn (1991),"""Crime Gone Awry"""," ""Families in Crisis"""," ""Inner City Blues"""," ""Kids in Trouble"""," ""Street Gangs""",,,,
Tsotsi (2005),"""Street Gangs"""," ""Down on Their Luck"""," ""Orphans"""," ""Haunted By the Past"""," ""Inner City Blues""",,,,
The Cool World (1963),"""Inner City Blues"""," ""Street Gangs""",,,,,,,
State Property 2 (2005),"""Drug Trade"""," ""Inner City Blues"""," ""Street Gangs""",,,,,,
On the Outs (2004),"""Kids in Trouble"""," ""Drug Trade"""," ""Drug Addiction"""," ""Street Gangs"""," ""Custody Battles"""," ""Inner City Blues""",,,
My Crazy Life (1993),"""Inner City Blues"""," ""Kids in Trouble"""," ""Street Gangs"""," ""Going Straight""",,,,,
Fresh (1994),"""Inner City Blues"""," ""Drug Trade"""," ""Witnessing a Crime"""," ""Street Gangs"""," ""Fathers and Sons""",,,,
Ushpizin (2005),"""Crisis of Faith"""," ""Down on Their Luck"""," ""Message From God"""," ""On the Run"""," ""Redemption""",,,,
The Expendables 3 (2014),"""Mercenaries""",,,,,,,,
The Substitute (1993),"""Assumed Identities"""," ""Crimes of Passion"""," ""Infidelity"""," ""Mercenaries"""," ""Out For Revenge"""," ""Teachers and Students""",,,
In Time (2011),"""Future Dystopias"""," ""On the Run""",,,,,,,
The Losers (2010),"""Mercenaries"""," ""Out For Revenge""",,,,,,,
11 Flowers (2011),"""Fathers and Sons"""," ""On the Run""",,,,,,,
Bitch Slap (2009),"""Femmes Fatales"""," ""Hired Killers"""," ""Mercenaries"""," ""Race Against Time""",,,,,
Dragon Blade (2015),"""Heroic Mission"""," ""Mercenaries"""," ""One Against the Mob"""," ""Underdogs""",,,,,
Kites: The Remix (2010),"""Lovers on the Lam"""," ""On the Run"""," ""Otherwise Engaged""",,,,,,
Hard Target (1993),"""Flight of the Innocent"""," ""Mercenaries"""," ""Vigilantes""",,,,,,
The Duelist (2016),"""Forbidden Love"""," ""Mercenaries""",,,,,,,
Date Night (2010),"""Foibles of Marriage"""," ""Mistaken Identities"""," ""Nothing Goes Right"""," ""On the Run""",,,,,
Killer Elite (2011),"""Assassination Plots"""," ""Daring Rescues"""," ""Hired Killers"""," ""Mentors"""," ""On the Run""",,,,
The Monster (2016),"""Mothers and Daughters"""," ""On the Run"""," ""Stranded"""," ""Under Siege""",,,,,
The A-Team (2010),"""Mercenaries"""," ""Out For Revenge""",,,,,,,
The Transporter Refueled (2015),"""Mercenaries"""," ""Priceless Artifacts and Prized Objects"""," ""Thrill Crime""",,,,,,
Tell No One (2006),"""Clearing One's Name"""," ""Death of a Partner"""," ""Miraculous Events"""," ""On the Run""",,,,,
Knight and Day (2010),"""On the Run""",,,,,,,,
Running Hot (1983),"""On the Run"""," ""Miscarriage of Justice"""," ""Prostitutes"""," ""Rogue Cops""",,,,,
The Hunter (2011),"""Mercenaries"""," ""Obsessive Quests"""," ""Survival in the Wilderness""",,,,,,
Repo Man (1984),"""Obsessive Quests"""," ""Mercenaries"""," ""Dangerous Friends"""," ""Down on Their Luck"""," ""Kids in Trouble""",,,,
13 Hours: The Secret Soldiers of Benghazi (2016),"""Behind Enemy Lines"""," ""Heroic Mission"""," ""Mercenaries"""," ""Military Life""",,,,,
Hanna (2011),"""Fathers and Daughters"""," ""Hired Killers"""," ""On the Run""",,,,,,
Transporter 2 (2005),"""Lone Wolves"""," ""Race Against Time"""," ""Hostage Situations"""," ""Kidnapping"""," ""Mercenaries""",,,,
La Femme Nikita (1990),"""Assumed Identities"""," ""Double Life"""," ""Hired Killers"""," ""Starting Over"""," ""Mercenaries"""," ""Pygmalion Stories"""," ""Switching Sides"""," ""Assassination Plots""",
Public Enemies (2009),"""Bank Robbery"""," ""Crime Sprees"""," ""On the Run""",,,,,,
Earth to Echo (2014),"""Benign Aliens"""," ""Heroic Mission"""," ""Mischievous Children"""," ""On the Run""",,,,,
The Transporter (2002),"""Daring Rescues"""," ""Lone Wolves"""," ""Mercenaries"""," ""One Against the Mob"""," ""Out For Revenge""",,,,
The Expendables 2 (2012),"""Mercenaries"""," ""Out For Revenge""",,,,,,,
Requiem Pour un Beau Sans-Coeur (1993),"""Escape From Prison"""," ""On the Run"""," ""Prison Life""",,,,,,
Far From Men (2014),"""Behind Enemy Lines"""," ""Colonialism"""," ""Culture Clash"""," ""Life Under Occupation"""," ""Men's Friendship"""," ""Mercenaries"""," ""Misfits and Outsiders"""," ""Unlikely Friendships""",
Army of Crime (2009),"""Mercenaries""",,,,,,,,
Vera Drake (2004),"""Double Life"""," ""Fighting the System"""," ""Miscarriage of Justice"""," ""Unlikely Criminals""",,,,,
The Good Shepherd (2006),"""Double Life"""," ""Political Corruption"""," ""Traitorous Spies/Double Agents""",,,,,,
Billion Dollar Brain (1967),"""Conspiracies"""," ""Double Life""",,,,,,,
5 Fingers (1952),"""Double Life"""," ""Traitorous Spies/Double Agents""",,,,,,,
Enemies: A Love Story (1989),"""Haunted By the Past"""," ""Double Life"""," ""Immigrant Life"""," ""Crimes Against Humanity""",,,,,
Watch on the Rhine (1943),"""Double Life"""," ""Traitorous Spies/Double Agents""",,,,,,,
Two or Three Things I Know About Her (1966),"""Double Life"""," ""Prostitutes""",,,,,,,
Cat People (1942),"""Dangerous Attraction"""," ""Double Life"""," ""Haunted By the Past"""," ""Love Triangles"""," ""Metamorphosis""",,,,
A Separation (2011),"""Breakups and Divorces"""," ""Class Differences"""," ""Crumbling Marriages""",,,,,,
"Lust, Caution (2007)","""Assassination Plots"""," ""Dangerous Attraction"""," ""Femmes Fatales"""," ""Political Unrest"""," ""Double Life""",,,,
Forgetting Sarah Marshall (2008),"""Breakups and Divorces"""," ""Nothing Goes Right"""," ""Vacation Romances""",,,,,,
The Awful Truth (1937),"""Foibles of Marriage"""," ""Breakups and Divorces""",,,,,,,
Eternal Sunshine of the Spotless Mind (2004),"""Breakups and Divorces"""," ""Experiments Gone Awry"""," ""Love Triangles""",,,,,,
Her (2013),"""Breakups and Divorces"""," ""Writer's Life""",,,,,,,
Love (2015),"""Breakups and Divorces"""," ""Haunted By the Past"""," ""Infidelity"""," ""Love Triangles""",,,,,
Possession (1981),"""Crumbling Marriages"""," ""Self-Destructive Romance"""," ""Breakups and Divorces"""," ""Demonic Possession""",,,,,
Dodsworth (1936),"""Americans Abroad"""," ""Crumbling Marriages"""," ""Midlife Crises"""," ""Breakups and Divorces"""," ""Infidelity""",,,,
Lorenzo's Oil (1992),"""Finding the Cure"""," ""Battling Illness"""," ""Families in Crisis"""," ""Parenthood""",,,,,
Scenes from a Marriage (1974),"""Breakups and Divorces"""," ""Crumbling Marriages"""," ""Infidelity""",,,,,,
James White (2015),"""Alcoholism"""," ""Battling Illness"""," ""Death of a Parent"""," ""Families in Crisis"""," ""Mothers and Sons""",,,,
The Ultimate Gift (2006),"""Journey of Self-Discovery"""," ""Battling Illness"""," ""Inheritance at Stake""",,,,,,
Steel Magnolias (1989),"""Women's Friendship"""," ""Mothers and Daughters"""," ""Battling Illness"""," ""Dying Young"""," ""Wedding Bells""",,,,
So Much So Fast (2006),"""Battling Illness"""," ""Families in Crisis"""," ""Finding the Cure"""," ""Obsessive Quests"""," ""Sibling Relationships""",,,,
Away From Her (2006),"""Mental Illness"""," ""Battling Illness"""," ""Golden Years"""," ""Haunted By the Past""",,,,,
Kings and Queen (2004),"""Battling Illness"""," ""Fathers and Daughters"""," ""Mothers and Sons"""," ""Single Parents"""," ""Wrongly Committed""",,,,
Ikiru (1952),"""Battling Illness"""," ""Journey of Self-Discovery"""," ""Redemption""",,,,,,
Miracles From Heaven (2016),"""Battling Illness"""," ""Miraculous Events"""," ""Mothers and Daughters"""," ""Spiritual Awakening""",,,,,
A Woman's Tale (1991),"""Battling Illness"""," ""Golden Years""",,,,,,,
The Wind Rises (2013),"""Battling Illness"""," ""Crisis of Conscience"""," ""Obsessive Quests""",,,,,,
The Fault in Our Stars (2014),"""Battling Illness"""," ""First Love""",,,,,,,
Wit (2001),"""Battling Illness"""," ""Doctors and Patients"""," ""Teachers and Students""",,,,,,
The Shootist (1976),"""Lone Wolves"""," ""Golden Years"""," ""Battling Illness"""," ""Haunted By the Past""",,,,,
A Monster Calls (2016),"""Battling Illness"""," ""Innocence Lost"""," ""Mythical Creatures""",,,,,,
Milk Money (1994),"""Prostitutes"""," ""Single Parents"""," ""Fish Out of Water"""," ""Matchmakers""",,,,,
Cemetery of Splendor (2015),"""Battling Illness"""," ""Living With Disability"""," ""Plagues and Epidemics"""," ""Psychic Abilities"""," ""Spiritual Awakening""",,,,
The Jane Austen Book Club (2007),"""Women's Friendship"""," ""Crumbling Marriages"""," ""Matchmakers"""," ""Mothers and Daughters"""," ""Teachers and Students""",,,,
Amélie (2001),"""Fantasy Life"""," ""First Love"""," ""Matchmakers"""," ""Righting the Wronged"""," ""Fathers and Daughters""",,,,
Clueless (1995),"""High School Life"""," ""Cliques"""," ""Matchmakers"""," ""New Kid in Town"""," ""Opposites Attract"""," ""Eccentric Families"""," ""Teachers and Students""",,
The Parent Trap (1998),"""Assumed Identities"""," ""Breakups and Divorces"""," ""Matchmakers"""," ""Mischievous Children"""," ""Summer Camp"""," ""Twins and Lookalikes""",,,
The Matchmaker (2010),"""Crimes Against Humanity"""," ""First Love"""," ""Haunted By the Past"""," ""Matchmakers""",,,,,
Eloise at Christmastime (2003),"""Mischievous Children"""," ""Wedding Bells"""," ""Matchmakers"""," ""Nannies and Caregivers"""," ""Otherwise Engaged""",,,,
The Butcher's Wife (1991),"""Matchmakers"""," ""Psychic Abilities""",,,,,,,
I.Q. (1994),"""Matchmakers"""," ""Opposites Attract"""," ""Otherwise Engaged""",,,,,,
Emma (1996),"""Class Differences"""," ""Matchmakers""",,,,,,,
"Long Life, Happiness and Prosperity (2002)","""Matchmakers"""," ""Mothers and Daughters"""," ""Single Parents"""," ""Workplace Romance""",,,,,
Emma (1972),"""Matchmakers"""," ""Opposites Attract""",,,,,,,
The Parent Trap (1961),"""Twins and Lookalikes"""," ""Mischievous Children"""," ""Assumed Identities"""," ""Matchmakers"""," ""Summer Camp""",,,,
Crossing Delancey (1988),"""Matchmakers"""," ""Opposites Attract""",,,,,,,
The Perfect Holiday (2007),"""Matchmakers"""," ""Mothers and Daughters"""," ""Single Parents""",,,,,,
Because I Said So (2006),"""Mothers and Daughters"""," ""Sibling Relationships"""," ""Looking For Love"""," ""Matchmakers""",,,,,
The Matchmaker (1997),"""Opposites Attract"""," ""Culture Clash"""," ""Fish Out of Water"""," ""Looking For Love"""," ""Small-Town Life"""," ""Matchmakers""",,,
See Jane Date (2003),"""Date from Hell"""," ""Looking For Love"""," ""Matchmakers""",,,,,,
Emma (1996),"""Faltering Friendships"""," ""Looking For Love"""," ""Love Triangles"""," ""Matchmakers"""," ""Opposites Attract""",,,,
Terms of Endearment (1983),"""Mothers and Daughters"""," ""Eccentric Families"""," ""Battling Illness"""," ""Infidelity"""," ""Dying Young"""," ""Opposites Attract""",,,
L'Intrus (2004),"""Battling Illness"""," ""Families in Crisis"""," ""Fathers and Sons"""," ""Haunted By the Past""",,,,,
"Divorce, Italian Style (1962)","""Breakups and Divorces"""," ""Crumbling Marriages""",,,,,,,
The Dark Knight Rises (2012),"""Heroic Mission"""," ""Double Life"""," ""Race Against Time"""," ""Terrorism""",,,,,
The Grand Budapest Hotel (2014),"""Clearing One's Name"""," ""Mentors"""," ""Murder Investigations"""," ""On the Run""",,,,,
La haine (1995),"""Inner City Blues"""," ""Down on Their Luck"""," ""Fighting the System"""," ""Social Injustice"""," ""Dangerous Friends"""," ""Street Gangs""",,,
Gran Torino (2008),"""Haunted By the Past"""," ""Race Relations"""," ""Street Gangs""",,,,,,
Pal Joey (1957),"""Romantic Betrayal"""," ""Age Disparity Romance"""," ""Unrequited Love""",,,,,,
Un Amour de Poche (1957),"""Shrunken People""",,,,,,,,
The Next Karate Kid (1994),"""High School Life"""," ""In Training"""," ""Tomboys""",,,,,,
Boxing Gym (2010),"""Boxers"""," ""In Training""",,,,,,,
Creed (2015),"""Boxers"""," ""Coaches and Players"""," ""Death of a Parent"""," ""In Training"""," ""Underdogs""",,,,
Hoosiers (1986),"""Basketball Players"""," ""Coaches and Players"""," ""Redemption"""," ""Fish Out of Water"""," ""In Training"""," ""Mentors""",,,
Rocky Balboa (2006),"""All Washed Up"""," ""Boxers"""," ""In Training"""," ""Redemption""",,,,,
The 36th Chamber of Shaolin (1978),"""Out For Revenge"""," ""Death of a Parent"""," ""Fighting the System"""," ""In Training"""," ""Social Injustice""",,,,
Rocky III (1982),"""Boxers"""," ""Fathers and Sons"""," ""In Training"""," ""Underdogs""",,,,,
Personal Best (1982),"""In Training"""," ""Sexual Awakening""",,,,,,,
Gunnin' For That #1 Spot (2008),"""Basketball Players"""," ""Contests"," Pageants and Competitions"""," ""In Training""",,,,,
Trapeze (1956),"""Circuses & Carnivals"""," ""In Training""",,,,,,,
The Karate Kid (1984),"""Underdogs"""," ""First Love"""," ""In Training"""," ""Mentors"""," ""New Kid in Town"""," ""Teachers and Students""",,,
Without Limits (1998),"""Fighting the System"""," ""In Training"""," ""Underdogs"""," ""Teachers and Students""",,,,,
Rocky II (1979),"""Boxers"""," ""Underdogs"""," ""In Training""",,,,,,
Chasing Mavericks (2012),"""Surfing"""," ""Mentors"""," ""Fathers and Sons"""," ""In Training"""," ""Haunted By the Past""",,,,
Hoop Dreams (1994),"""Basketball Players"""," ""Inner City Blues"""," ""High School Life"""," ""Underdogs"""," ""Class Differences"""," ""Down on Their Luck"""," ""In Training""",,
Anna and the King of Siam (1946),"""Interracial/Cross-Cultural Romance"""," ""Opposites Attract"""," ""Culture Clash"""," ""Teachers and Students""",,,,,
Educating Rita (1983),"""Teachers and Students"""," ""Alcoholism"""," ""Battle of the Sexes"""," ""Mentors"""," ""Opposites Attract"""," ""Pygmalion Stories""",,,
"Goodbye, Mr. Chips (1939)","""Teachers and Students"""," ""Boarding School Life"""," ""Death of a Partner""",,,,,,
Husbands and Wives (1992),"""Crumbling Marriages"""," ""Age Disparity Romance"""," ""Breakups and Divorces"""," ""Teachers and Students""",,,,,
25th Hour (2002),"""Faltering Friendships"""," ""Drug Trade"""," ""Fathers and Sons"""," ""Teachers and Students""",,,,,
The Prime of Miss Jean Brodie (1969),"""Boarding School Life"""," ""Dangerous Attraction"""," ""Innocence Lost"""," ""Teachers and Students""",,,,,
Children of a Lesser God (1986),"""Haunted By the Past"""," ""Living With Disability"""," ""Opposites Attract"""," ""Teachers and Students""",,,,,
Happy-Go-Lucky (2008),"""Misfits and Outsiders"""," ""Single Life"""," ""Teachers and Students""",,,,,,
The Enigma of Kaspar Hauser (1975),"""Teachers and Students"""," ""Mysterious Strangers"""," ""Innocence Lost""",,,,,,
If... (1968),"""Class Differences"""," ""Boarding School Life"""," ""Teachers and Students""",,,,,,
Wild Things (1998),"""Cons and Scams"""," ""Miscarriage of Justice"""," ""Femmes Fatales"""," ""Mind Games"""," ""Teachers and Students"""," ""Dangerous Attraction""",,,
Burlesque (2010),"""Big Break"""," ""Stop the Wrecking Ball""",,,,,,,
Joe's Apartment (1996),"""Talking Animals"""," ""Inner City Blues"""," ""Stop the Wrecking Ball"""," ""Fish Out of Water""",,,,,
Babe: Pig in the City (1998),"""Talking Animals"""," ""Down on Their Luck"""," ""Fish Out of Water"""," ""Heroic Mission"""," ""Stop the Wrecking Ball""",,,,
Sing (2016),"""Contests"," Pageants and Competitions"""," ""Stop the Wrecking Ball"""," ""Talented Animals""",,,,,
UHF (1989),"""Success is the Best Revenge"""," ""Underdogs"""," ""Stop the Wrecking Ball""",,,,,,
The Garden (2008),"""Inner City Blues"""," ""Stop the Wrecking Ball""",,,,,,,
Forsaken (2015),"""Coming Home"""," ""Fathers and Sons"""," ""Stop the Wrecking Ball""",,,,,,
Million Dollar Arm (2014),"""Baseball Players"""," ""Big Break"""," ""Stop the Wrecking Ball"""," ""Underdogs""",,,,,
Brooklyn Lobster (2005),"""Crumbling Marriages"""," ""Families in Crisis"""," ""Fathers and Sons"""," ""Stop the Wrecking Ball""",,,,,
The Muppets (2011),"""Stop the Wrecking Ball"""," ""Underdogs""",,,,,,,
Let the People Sing (1942),"""Stop the Wrecking Ball""",,,,,,,,
Two Weeks Notice (2002),"""Lawyers"""," ""Opposites Attract"""," ""Stop the Wrecking Ball""",,,,,,
Be Kind Rewind (2008),"""Schemes and Ruses"""," ""Stop the Wrecking Ball"""," ""Filmmaking"""," ""Down on Their Luck""",,,,,
The Brady Bunch Movie (1995),"""Fighting the System"""," ""Fish Out of Water"""," ""Race Against Time"""," ""Sibling Relationships"""," ""Stop the Wrecking Ball"""," ""Whistleblowers""",,,
Fierce Creatures (1997),"""Stop the Wrecking Ball"""," ""Success is the Best Revenge""",,,,,,,
The Grand Seduction (2013),"""Small-Town Life"""," ""Stop the Wrecking Ball""",,,,,,,
Diggers (2006),"""Class Differences"""," ""Small-Town Life"""," ""Stop the Wrecking Ball"""," ""Death of a Parent""",,,,,
