Singles (2003),"""Looking For Love"""," ""Single Life"""," ""Twentysomething Life""",,,,,,
Cowboy Bebop: The Movie (2001),"""Bounty Hunters"""," ""Haunted By the Past"""," ""Heroic Mission"""," ""Race Against Time"""," ""Unlikely Heroes""",,,,
The Bounty Man (1972),"""Bounty Hunters""",,,,,,,,
The Reward (1965),"""Bounty Hunters"""," ""Lovers on the Lam""",,,,,,,
Ringo and His Golden Pistol (1966),"""Bounty Hunters""",,,,,,,,
Men in Black (1997),"""Evil Aliens"""," ""Bounty Hunters""",,,,,,,
Midnight Run (1988),"""Bounty Hunters"""," ""Cons and Scams"""," ""Class Differences""",,,,,,
Hansel & Gretel: Witch Hunters (2013),"""Bounty Hunters"""," ""Fantasy Lands"""," ""Witches""",,,,,,
Bee Season (2005),"""Child Prodigies"""," ""Fathers and Daughters""",,,,,,,
Anna to the Infinite Power (1984),"""Child Prodigies"""," ""Experiments Gone Awry""",,,,,,,
Little Man Tate (1991),"""Child Prodigies"""," ""Mothers and Sons"""," ""Single Parents""",,,,,,
The Royal Tenenbaums (2001),"""Eccentric Families"""," ""Sibling Relationships"""," ""Child Prodigies"""," ""Dysfunctional Families"""," ""Existential Crisis"""," ""Redemption""",,,
Prelude to Fame (1950),"""Child Prodigies"""," ""Musician's Life"""," ""Down on Their Luck""",,,,,,
Searching for Bobby Fischer (1993),"""Child Prodigies"""," ""Mentors"""," ""Fathers and Sons""",,,,,,
Spellbound (2002),"""Child Prodigies"""," ""Teachers and Students""",,,,,,,
Jimmy Neutron: Boy Genius (2001),"""Child Prodigies"""," ""Daring Rescues"""," ""Heroic Mission"""," ""Space Travel""",,,,,
Justin Bieber: Never Say Never - Director's Fan Cut (2011),"""Musician's Life"""," ""Ladder to the Top"""," ""Child Prodigies""",,,,,,
Cheyenne (1996),"""Bounty Hunters"""," ""Lone Wolves""",,,,,,,
Rocco and His Brothers (1960),"""Down on Their Luck"""," ""Sibling Relationships"""," ""Star-Crossed Lovers"""," ""Love Triangles"""," ""Boxers""",,,,
Street Fighter Alpha: Generations (2005),"""Coping With Puberty k"""," ""Haunted By the Past"""," ""Heroic Mission"""," ""Mentors""",,,,,
Medicine Man (1992),"""Finding the Cure"""," ""Fighting the System"""," ""Americans Abroad"""," ""Opposites Attract"""," ""Race Against Time""",,,,
"Run, Man, Run! (1968)","""Lone Wolves"""," ""Treasure Hunts""",,,,,,,
Southpaw (2015),"""Boxers"""," ""Rise and Fall Stories""",,,,,,,
The Mummy (1932),"""Mummies""",,,,,,,,
Bog Creatures (2003),"""Mummies""",,,,,,,,
The Riddle of the Sands (1979),"""Switching Sides""",,,,,,,,
49 Up (2005),"""Midlife Crises""",,,,,,,,
The Curse of King Tut's Tomb (2006),"""Curses and Spells"""," ""Immortality"""," ""Mummies"""," ""Priceless Artifacts and Prized Objects""",,,,,
The All New Adventures of Laurel and Hardy: For Love or Mummy (1999),"""Mummies"""," ""Nothing Goes Right""",,,,,,,
The Curse of the Mummy's Tomb (1965),"""Curses and Spells"""," ""Mummies""",,,,,,,
Attack of the Mayan Mummy (1963),"""Mummies"""," ""Out For Revenge""",,,,,,,
The Robot vs. the Aztec Mummy (1957),"""Mummies"""," ""Robots and Androids""",,,,,,,
Blood From the Mummy's Tomb (1971),"""Mummies""",,,,,,,,
Abbott and Costello Meet the Mummy (1955),"""Americans Abroad"""," ""Mummies"""," ""Nothing Goes Right""",,,,,,
Riders of the Whistling Skull (1937),"""Daring Rescues"""," ""Mummies""",,,,,,,
Bubba Ho-Tep (2002),"""Mummies"""," ""Golden Years""",,,,,,,
Pharaoh's Curse (1957),"""Mummies""",,,,,,,,
Orgy of the Dead (1965),"""Witches"""," ""Mummies"""," ""Werewolves""",,,,,,
Tales From the Darkside: The Movie (1990),"""Mummies"""," ""Werewolves"""," ""When Animals Attack""",,,,,,
The Awakening (1980),"""Mummies""",,,,,,,,
Dawn of the Mummy (1982),"""Mummies""",,,,,,,,
Curse of the Faceless Man (1958),"""Mummies""",,,,,,,,
Mummy's Kiss (2002),"""Mummies""",,,,,,,,
The Trip to Bountiful (1985),"""Golden Years"""," ""Journey of Self-Discovery"""," ""Redemption"""," ""Small-Town Life"""," ""Obsessive Quests""",,,,
Freakshow (1995),"""Mummies"""," ""Mutants"""," ""Werewolves""",,,,,,
Madadayo (1993),"""Golden Years"""," ""Teachers and Students"""," ""Writer's Life""",,,,,,
Viridiana (1961),"""Dangerous Attraction"""," ""Eccentric Families"""," ""Crisis of Conscience""",,,,,,
Toto the Hero (1991),"""Haunted By the Past"""," ""Golden Years"""," ""Switched at Birth"""," ""Class Differences""",,,,,
Wild Strawberries (1957),"""Fathers and Sons"""," ""Golden Years"""," ""Redemption""",,,,,,
The Maltese Falcon (1941),"""Private Eyes"""," ""Dangerous Attraction"""," ""Star Detectives"""," ""Cons and Scams""",,,,,
The Killing of a Chinese Bookie (1976),"""Crime Gone Awry"""," ""Gambling""",,,,,,,
Woman with Red Hair (1979),"""Dangerous Attraction"""," ""Love Triangles""",,,,,,,
Bitter Sweet (1933),"""Gambling"""," ""Musician's Life""",,,,,,,
The Rocking Horse Winner (1949),"""Psychic Abilities"""," ""Mothers and Sons"""," ""Gambling""",,,,,,
Maverick (1994),"""Cons and Scams"""," ""Gambling""",,,,,,,
Frank Miller's Sin City: A Dame to Kill For (2014),"""Femmes Fatales"""," ""Gambling"""," ""Out For Revenge""",,,,,,
Broadway Bill (1934),"""Gambling""",,,,,,,,
Owning Mahowny (2003),"""Gambling"""," ""Unlikely Criminals"""," ""Cons and Scams""",,,,,,
The Man Who Broke the Bank at Monte Carlo (1935),"""Gambling"""," ""Cons and Scams"""," ""Success is the Best Revenge""",,,,,,
Le Roman d'un Tricheur (1936),"""Cons and Scams"""," ""Gambling""",,,,,,,
Lagaan: Once Upon a Time In India (2001),"""Gambling"""," ""Life Under Occupation"""," ""Political Corruption"""," ""Underdogs"""," ""Unlikely Heroes""",,,,
Let's Make It Legal (1951),"""Crumbling Marriages"""," ""Love Triangles"""," ""Gambling""",,,,,,
Mississippi Grind (2015),"""All Washed Up"""," ""Down on Their Luck"""," ""Gambling"""," ""Unlikely Friendships""",,,,,
The Old Curiosity Shop (1994),"""Gambling""",,,,,,,,
The Air I Breathe (2007),"""Intersecting Lives"""," ""Doctors and Patients"""," ""Gambling"""," ""Mafia Life"""," ""Musician's Life"""," ""Psychic Abilities""",,,
California Split (1974),"""Gambling"""," ""Underdogs"""," ""Opposites Attract""",,,,,,
Bend of the River (1952),"""Faltering Friendships"""," ""Haunted By the Past"""," ""Redemption"""," ""Switching Sides"""," ""Taming the West""",,,,
The Gambler (1974),"""Gambling"""," ""Race Against Time""",,,,,,,
Queimada! (1969),"""Colonialism"""," ""Political Unrest"""," ""Switching Sides""",,,,,,
Informant (2012),"""Switching Sides""",,,,,,,,
Catch a Fire (2006),"""Switching Sides"""," ""Terrorism"""," ""Political Unrest"""," ""Keeping a Secret"""," ""Totalitarian States""",,,,
Life Is Sweet (1990),"""Class Differences"""," ""Fathers and Daughters"""," ""Mothers and Daughters"""," ""Sibling Relationships"""," ""Midlife Crises""",,,,
Cloud 9 (2008),"""Breakups and Divorces"""," ""Infidelity"""," ""Midlife Crises""",,,,,,
"Rachel, Rachel (1968)","""Midlife Crises""",,,,,,,,
Blame It on Rio (1984),"""Age Disparity Romance"""," ""Midlife Crises"""," ""Americans Abroad"""," ""Fathers and Daughters"""," ""Sexual Awakening""",,,,
Loving (1970),"""Crumbling Marriages"""," ""Midlife Crises""",,,,,,,
The Chant of Jimmie Blacksmith (1978),"""Social Injustice"""," ""Race Relations"""," ""Switching Sides""",,,,,,
The Cooler (2003),"""Gambling"""," ""Cons and Scams"""," ""Down on Their Luck"""," ""Dangerous Attraction""",,,,,
Murder in New Hampshire: The Pamela Smart Story (1991),"""Dangerous Attraction"""," ""Teachers and Students""",,,,,,,
The Mummy (1999),"""Mummies"""," ""Obsessive Quests"""," ""Opposites Attract"""," ""Daring Rescues"""," ""Heroic Mission""",,,,
Field of Stars (2008),"""Golden Years"""," ""Haunted By the Past"""," ""Mentors""",,,,,,
The Mummy: Tomb of the Dragon Emperor (2008),"""Curses and Spells"""," ""Mummies"""," ""Priceless Artifacts and Prized Objects""",,,,,,
Gigi (1958),"""Age Disparity Romance"""," ""Pygmalion Stories"""," ""Class Differences""",,,,,,
Princess Tam Tam (1935),"""Assumed Identities"""," ""Interracial/Cross-Cultural Romance"""," ""Pygmalion Stories""",,,,,,
Guinevere (1999),"""Age Disparity Romance"""," ""First Love"""," ""Class Differences"""," ""Pygmalion Stories"""," ""Alcoholism"""," ""Mothers and Daughters""",,,
Bernice Bobs Her Hair (1976),"""Pygmalion Stories"""," ""Social Climbing"""," ""Bohemian Life""",,,,,,
Whatever Works (2009),"""Age Disparity Romance"""," ""Fish Out of Water"""," ""Pygmalion Stories""",,,,,,
Born Yesterday (1950),"""Pygmalion Stories"""," ""Class Differences"""," ""Members of the Press""",,,,,,
Never Been Kissed (1999),"""High School Life"""," ""Double Life"""," ""Members of the Press"""," ""Pygmalion Stories"""," ""First Love""",,,,
Easter Parade (1948),"""Pygmalion Stories""",,,,,,,,
Cinderella Swings It (1942),"""Ladder to the Top"""," ""Musician's Life"""," ""Pygmalion Stories"""," ""Underdogs""",,,,,
B.A.P.S. (1997),"""Fish Out of Water"""," ""Pygmalion Stories"""," ""Class Differences"""," ""Social Climbing""",,,,,
The Shape of Things (2003),"""Mind Games"""," ""Pygmalion Stories"""," ""Self-Destructive Romance"""," ""Faltering Friendships""",,,,,
French Cancan (1955),"""Bohemian Life"""," ""Pygmalion Stories"""," ""Dancer's Life""",,,,,,
What to Expect When You're Expecting (2012),"""Expecting a Baby""",,,,,,,,
Waitress (2007),"""Expecting a Baby"""," ""Small-Town Life"""," ""Crumbling Marriages"""," ""Infidelity""",,,,,
Citizen Ruth (1996),"""Class Differences"""," ""Culture Clash"""," ""Going Straight"""," ""Expecting a Baby""",,,,,
Iluminacja (1973),"""Dying Young"""," ""Starting Over"""," ""Self-Destructive Romance"""," ""Unrequited Love"""," ""Expecting a Baby""",,,,
When I Walk (2013),"""Filmmaking"""," ""Living With Disability"""," ""Expecting a Baby"""," ""Wedding Bells""",,,,,
Wonderland (1999),"""Family Gatherings"""," ""Down on Their Luck"""," ""Expecting a Baby"""," ""Missing Persons"""," ""Sibling Relationships"""," ""Suburban Dysfunction""",,,
Sibaji (1987),"""Expecting a Baby"""," ""Parenthood""",,,,,,,
The Snapper (1993),"""Eccentric Families"""," ""Expecting a Baby"""," ""Fathers and Daughters"""," ""Single Parents""",,,,,
Kotch (1971),"""Expecting a Baby"""," ""Unlikely Friendships""",,,,,,,
Ice Age: Dawn of the Dinosaurs (2009),"""Daring Rescues"""," ""Expecting a Baby""",,,,,,,
The Hitchhiker's Guide to the Galaxy (2005),"""Benign Aliens"""," ""Fish Out of Water"""," ""Space Travel""",,,,,,
Leroy & Stitch (2006),"""Benign Aliens"""," ""Fish Out of Water""",,,,,,,
Race to Witch Mountain (2009),"""Benign Aliens"""," ""Psychic Abilities"""," ""Race Against Time"""," ""Sibling Relationships""",,,,,
The Shop Around the Corner (1940),"""Mistaken Identities"""," ""Opposites Attract""",,,,,,,
The Merry Widow (1934),"""Crowned Heads"""," ""Mistaken Identities""",,,,,,,
The Floorwalker (1916),"""Cons and Scams"""," ""Mistaken Identities"""," ""Twins and Lookalikes""",,,,,,
The Inspector General (1949),"""Mistaken Identities""",,,,,,,,
A Damsel in Distress (1937),"""Americans Abroad"""," ""Mistaken Identities"""," ""Musician's Life""",,,,,,
Kiss Kiss Bang Bang (2005),"""Murder Investigations"""," ""Amateur Sleuths"""," ""Mistaken Identities"""," ""Actor's Life""",,,,,
Coyote Ugly (2000),"""Fathers and Daughters"""," ""Musician's Life"""," ""New Kid in Town""",,,,,,
Io la Conoscevo Bene (1965),"""Misfits and Outsiders"""," ""New Kid in Town""",,,,,,,
Shout at the Devil (1976),"""Behind Enemy Lines"""," ""Heroic Mission""",,,,,,,
Red Hill (2009),"""New Kid in Town"""," ""Out For Revenge"""," ""Sheriffs and Outlaws"""," ""Small-Town Life""",,,,,
Another Cinderella Story (2008),"""New Kid in Town""",,,,,,,,
Airborne (1993),"""First Love"""," ""Fish Out of Water"""," ""High School Life"""," ""New Kid in Town"""," ""Underdogs""",,,,
Tru Loved (2007),"""High School Life"""," ""Keeping a Secret"""," ""New Kid in Town"""," ""Questioning Sexuality""",,,,,
House at the End of the Street (2012),"""Dangerous Attraction"""," ""Haunted By the Past"""," ""New Kid in Town""",,,,,,
The Karate Kid (2010),"""Mentors"""," ""New Kid in Town"""," ""Underdogs""",,,,,,
Three O'Clock High (1987),"""Bullies"""," ""High School Life"""," ""New Kid in Town"""," ""Nothing Goes Right""",,,,,
Center Stage (2000),"""Dancer's Life"""," ""Underdogs"""," ""New Kid in Town"""," ""Romantic Betrayal""",,,,,
Lost Highway (1997),"""Crumbling Marriages"""," ""Dangerous Attraction"""," ""Mistaken Identities""",,,,,,
"10,000 Saints (2015)","""Drug Addiction"""," ""Expecting a Baby"""," ""Fathers and Sons"""," ""Misfits and Outsiders"""," ""Musician's Life""",,,,
Bridget Jones's Baby (2016),"""Expecting a Baby""",,,,,,,,
The Idolmaker (1980),"""Ladder to the Top"""," ""Pygmalion Stories"""," ""Rags To Riches""",,,,,,
The Spirit of the Beehive (1973),"""Political Unrest"""," ""Sibling Relationships"""," ""Innocence Lost""",,,,,,
Human Nature (2001),"""Fish Out of Water"""," ""Looking For Love"""," ""Culture Clash"""," ""Pygmalion Stories"""," ""Romantic Betrayal""",,,,
Dr. Dolittle (1998),"""Talented Animals"""," ""Talking Animals""",,,,,,,
Storks (2016),"""Expecting a Baby"""," ""Mythical Creatures"""," ""Talented Animals""",,,,,,
The Shaggy Dog (2006),"""Fathers and Daughters"""," ""Talented Animals""",,,,,,,
The Cat from Outer Space (1978),"""Benign Aliens"""," ""Talented Animals""",,,,,,,
Paulie (1998),"""Talented Animals"""," ""Talking Animals""",,,,,,,
Grumpy Cat's Worst Christmas Ever (2014),"""Talking Animals""",,,,,,,,
Million Dollar Duck (1971),"""Experiments Gone Awry"""," ""Rags To Riches"""," ""Talented Animals""",,,,,,
Dr. Dolittle 3: The Daughter Is In (2006),"""Talented Animals"""," ""Talking Animals""",,,,,,,
Soccer Dog: European Cup (2004),"""Fathers and Sons"""," ""Man's Best Friend"""," ""Soccer Players"""," ""Talented Animals"""," ""Underdogs""",,,,
The Princess and the Frog (2009),"""Crowned Heads"""," ""Curses and Spells"""," ""Talking Animals""",,,,,,
Doctor Dolittle (1967),"""Talented Animals"""," ""Talking Animals""",,,,,,,
Happy Feet (2006),"""Mothers and Sons"""," ""Talented Animals""",,,,,,,
Stuart Little 2 (2002),"""Heroic Mission"""," ""Talking Animals"""," ""Daring Rescues""",,,,,,
Beverly Hills Chihuahua (2008),"""Finding a Way Back Home"""," ""Fish Out of Water"""," ""Man's Best Friend"""," ""Talented Animals"""," ""Talking Animals""",,,,
Francis (1949),"""Talking Animals"""," ""Unlikely Heroes"""," ""Military Life""",,,,,,
The Last Unicorn (1982),"""Daring Rescues"""," ""Fish Out of Water"""," ""Heroic Mission"""," ""Mythical Creatures"""," ""Underdogs"""," ""Talking Animals""",,,
The Rabbi's Cat (2011),"""Members of the Clergy"""," ""Talking Animals""",,,,,,,
Closet Monster (2015),"""Age Disparity Romance"""," ""Life in the Arts"""," ""Questioning Sexuality"""," ""Sexual Awakening"""," ""Talking Animals""",,,,
A Boy and His Dog (1975),"""Post-Apocalypse"""," ""Man's Best Friend"""," ""Talking Animals""",,,,,,
Racing Stripes (2005),"""Death of a Parent"""," ""Fathers and Daughters"""," ""Talking Animals"""," ""Underdogs""",,,,,
G-Force (2009),"""Heroic Mission"""," ""Talking Animals"""," ""Unlikely Heroes""",,,,,,
The Guns of Navarone (1961),"""Heroic Mission"""," ""Behind Enemy Lines""",,,,,,,
The Great Escape (1963),"""Behind Enemy Lines""",,,,,,,,
Miracle at St. Anna (2008),"""Behind Enemy Lines"""," ""Daring Rescues"""," ""Race Relations""",,,,,,
The Beguiled (1971),"""Behind Enemy Lines"""," ""Dangerous Attraction"""," ""Women During Wartime""",,,,,,
Occupation: Dreamland (2005),"""Behind Enemy Lines"""," ""Military Life""",,,,,,,
The War Tapes (2006),"""Behind Enemy Lines"""," ""Military Life""",,,,,,,
Five Graves to Cairo (1943),"""Behind Enemy Lines"""," ""Heroic Mission""",,,,,,,
Kanal (1957),"""Life Under Occupation"""," ""Behind Enemy Lines""",,,,,,,
Gunner Palace (2004),"""Military Life"""," ""Behind Enemy Lines""",,,,,,,
"Merry Christmas, Mr. Lawrence (1983)","""Behind Enemy Lines""",,,,,,,,
Von Ryan's Express (1965),"""Behind Enemy Lines"""," ""Escape From Prison"""," ""Train Rides""",,,,,,
The Proud and the Damned (1969),"""Americans Abroad"""," ""Political Unrest""",,,,,,,
Local Hero (1983),"""Americans Abroad"""," ""Culture Clash""",,,,,,,
Merry Christmas (2005),"""Behind Enemy Lines"""," ""Unlikely Friendships""",,,,,,,
Kagemusha (1980),"""Assumed Identities""",,,,,,,,
Rome Express (1933),"""Art Theft"""," ""Private Eyes"""," ""Train Rides""",,,,,,
The Train (1964),"""Heroic Mission"""," ""Life Under Occupation"""," ""Train Rides"""," ""Daring Rescues""",,,,,
Night Train to Munich (1940),"""Train Rides""",,,,,,,,
The Great Locomotive Chase (1956),"""Perfect Crime"""," ""Train Rides"""," ""Escape From Prison""",,,,,,
Exile Express (1939),"""Woman In Jeopardy"""," ""Train Rides""",,,,,,,
Breakheart Pass (1975),"""Train Rides"""," ""Murder Investigations"""," ""Political Corruption"""," ""Assumed Identities""",,,,,
Narrow Margin (1990),"""Protecting the Innocent"""," ""Train Rides"""," ""Witness Protection"""," ""Woman In Jeopardy""",,,,,
Twentieth Century (1934),"""Actor's Life"""," ""All Washed Up"""," ""Train Rides"""," ""Love Triangles""",,,,,
The Sleeping Car Murders (1965),"""Perfect Crime"""," ""Train Rides"""," ""Woman In Jeopardy""",,,,,,
Peking Express (1951),"""Train Rides"""," ""Totalitarian States""",,,,,,,
Dark Of The Sun (1968),"""Mercenaries"""," ""Race Relations"""," ""Train Rides""",,,,,,
Les Jeux des Anges (1964),"""Train Rides""",,,,,,,,
Reign of Assassins (2010),"""Assumed Identities""",,,,,,,,
A Foreign Affair (1948),"""Americans Abroad"""," ""Fish Out of Water"""," ""Love Triangles"""," ""Innocence Lost""",,,,,
Bat 21 (1988),"""Behind Enemy Lines"""," ""Daring Rescues"""," ""Heroic Mission""",,,,,,
Shrek the Third (2007),"""Fantasy Lands"""," ""Talking Animals"""," ""Crowned Heads"""," ""Curses and Spells"""," ""Fish Out of Water"""," ""Mythical Creatures""",,,
Paddington (2014),"""Fish Out of Water"""," ""Talking Animals""",,,,,,,
Happy Feet Two (2011),"""Talented Animals""",,,,,,,,
The Last Sentinel (2007),"""Biotechnology Anime"""," ""Daring Rescues"""," ""Future Dystopias"""," ""Heroic Mission""",,,,,
Repo Men (2010),"""Biotechnology Anime"""," ""On the Run"""," ""Future Dystopias""",,,,,,
Battlestar Galactica: Blood & Chrome (2013),"""Biotechnology Anime"""," ""Military Life"""," ""Robots and Androids"""," ""Space Wars""",,,,,
Criminal (2016),"""Biotechnology Anime"""," ""Heroic Mission""",,,,,,,
Appleseed Ex Machina (2007),"""Biotechnology Anime"""," ""Future Dystopias"""," ""Post-Apocalypse"""," ""Task Forces""",,,,,
Birth: A War of Two Worlds! [Anime OVA] (1986),"""Biotechnology Anime"""," ""Evil Aliens"""," ""Future Dystopias"""," ""Priceless Artifacts and Prized Objects""",,,,,
Armitage III: Dual Matrix (2002),"""Biotechnology Anime"""," ""Future Dystopias"""," ""Great Battles"""," ""Haunted By the Past"""," ""Heroic Mission"""," ""Robots and Androids"""," ""Technology Run Amok""",,
