movie overview,movie keywords
"Producer/animator/special-effect maven George Pal made his feature-film directorial bow with the colorful MGM musical fantasy Tom Thumb (the title of the film was spelled in lower case in the opening credits, and in all studio publicity material). Russ Tamblyn stars as the teeny-tiny titular protagonist, while veteran musicomedy favorite Jessie Mathews and stellar character actor Bernard Miles portray Tom's normal-sized parents. Journeying to the Village, Tom is pounced upon by villains Ivan ( Terry-Thomas ) and Tony (a corpulent Peter Sellers ), who intend to exploit our 5 1/2-inch-tall hero. In-between his misadventures with the villains, Tom helps to expedite the romance between young forester Woody ( Alan Young ) and the magical Forest Queen ( June Thorburn ). Throughout, the special effects and oversized sets are first-rate, as are the ""puppetoons"" sequences featuring such delightful characters as The Yawning Man (voice by Stan Freberg ). Written by several hands, the film's songs are hummable, if not particularly memorable. It is said that some children in the audience in 1958 were genuinely frightened by the more horrific aspects of the story (including the threatened execution of Tom's parents); it may be, however, that the adults were more scared than the kids. Incidentally, while most of Tom Thumb was filmed in MGM's London facilities, the special effects were produced in Hollywood, requiring Russ Tamblyn to do a lot of travelling.","['Russ Tamblyn', 'fantasy Tom Thumb', 'feature-film directorial bow', 'maven George Pal', 'teeny-tiny titular protagonist', 'favorite Jessie Mathews', 'stellar character actor', 'young forester Woody', 'corpulent Peter Sellers', 'magical Forest Queen', 'special effects', 'normal-sized parents', 'villains Ivan', 'studio publicity', 'Yawning Man', 'opening credits', 'lower case', 'Stan Freberg', 'oversized sets', 'Bernard Miles', 'delightful characters', 'horrific aspects', '1/2-inch-tall hero', 'Alan Young', 'London facilities', 'MGM']"
"In this off-beat sci-fi adventure an astronaut must make a forced landing upon a remote asteroid. His ship is damaged and he must breathe the planet's atmosphere. Soon he begins shrinking and once he gets down to six inches discovers the place populated by diminutive people who have turned the flying rock into a ship. He soon joins forces with the little people to defeat the monstrous solarites, terrifying creatures out to eat them. The leader of the wee-folk is Francis X. Bushman who was once a popular romantic lead in silent movies.","['off-beat sci-fi adventure', 'Francis X. Bushman', 'popular romantic lead', 'remote asteroid', 'diminutive people', 'monstrous solarites', 'silent movies']"
"A con artist named Scott Lang (Paul Rudd) gets a shot at redemption when his mentor (Michael Douglas) asks him to protect a superpowered suit. Donning the stunning technology, which shrinks him down to minuscule size, he fights off villains seeking to steal the invention, and organizes a heist that could save the world. Peyton Reed directs this high-octane superhero flick.","['high-octane superhero flick', 'superpowered suit', 'Paul Rudd', 'Scott Lang', 'Peyton Reed', 'Michael Douglas', 'stunning technology', 'heist']"
"The Three Worlds of Gulliver is perhaps the least known of the Charles H. Schneer - Ray Harryhausen collaborations of the 1960s, perhaps because it was withdrawn from circulation so soon after its initial release. Kerwin Mathews , star of the Schneer - Harryhausen classic Seventh Voyage of Sinbad (1957), stars as Jonathan Swift's globetrotting adventurer Lemuel Gulliver. The first ""world"" is Lilliput, populated with teeny-tiny people who are about to go to war because they can't agree over which end of an egg to crack. Gulliver's second stop is Brobdignag, where our hero is surrounded by giants. The third world is England, where Gulliver is thrown into a lunatic asylum when he tries to relate his astonishing adventures. Jo Morrow plays the thoroughly dispensable love interest. The script, by director Jack Sher and Arthur Ross, manages to retain a great deal of Swift's trenchant satire without detracting from the film's ""fun for all ages"" entertainment value. As always, Harryhausen 's Dynamation special effects are superb. A lilting, semihumorous musical score by Bernard Herrmann is the icing on this cinematic cake.","['adventurer Lemuel Gulliver', 'Ray Harryhausen collaborations', 'Charles H. Schneer', 'thoroughly dispensable love', 'director Jack Sher', 'semihumorous musical score', 'Dynamation special effects', 'Kerwin Mathews', 'Jonathan Swift', 'trenchant satire', 'initial release', 'lunatic asylum', 'astonishing adventures']"
"The sensationalistic murder of diet guru Dr. Herman Tarnower is explored in this stylized take on the tabloid cover story from first-time director Phyllis Nagy . As the inventor of the popular ""Scarsdale Diet,"" Dr. Herman Tarnower ( Ben Kingsley ) became an overnight success during the peak of the early '80s diet craze. Despite the popularity of the Dr. Tarnower's revolutionary ""lose one pound per day"" diet, the womanizing ways of the Casanova cardiologist would soon come to a brutal end at the hands of his jealous, prescription drug-addicted lover Jean Harris ( Annette Bening ). Driven to despair after their 14-year romance failed to result in marriage and enraged by Dr. Tarnower's shameless status as a ladies' man, Harris confronts her former lover in one violent, final act of desperation.","['Dr. Herman Tarnower', 'director Phyllis Nagy', 'tabloid cover story', 'lover Jean Harris', 'sensationalistic murder', 'Dr. Tarnower']"
"Joey and Cindy Heller's parents have been shrunken to the size of ants by a powerful extraterrestrial life form, and with time quickly running out for the rest of the planet, it's up to the two quick-thinking kids to get mom and dad back up to size and send the alien menace back to the stars in a family-friendly sci-fi comedy from director Joey Travolta . The aliens may have technology that dwarfs that of anything created by humankind, but even their biggest army of virtual-reality beasts is no match for the imagination of a child. Now, as the fight for planet Earth comes to the suburbs, these cosmic creeps are about to learn an important lesson in interstellar humility.","['director Joey Travolta', 'powerful extraterrestrial life', 'family-friendly sci-fi comedy', 'quick-thinking kids', 'Cindy Heller', 'virtual-reality beasts', 'alien menace', 'interstellar humility', 'cosmic creeps']"
"Though some viewers might be put off by its length, graphic violence, and absence of likable characters, Sergio Leone 's final film is also a cinematic masterpiece. Spanning four decades, the film tells the story of David ""Noodles"" Aaronson ( Robert De Niro ) and his Jewish pals, chronicling their childhoods on New York's Lower East Side in the 1920s, through their gangster careers in the 1930s, and culminating in Noodles' 1968 return to New York from self-imposed exile, at which time he learns the truth about the fate of his friends and again confronts the nightmare of his past. The acting, the re-creation of the time period, the cinematography, and the music are all superb. However, even more important is Leone's ability to make the film work on so many different levels: it's both a criticism of gangster-film mythology and a continuation of the director's exploration of the issues of time and history. Strange as it may seem, the violence and gore in the first half of the film turn into a sad elegy about wasted lives and lost love. The film's strengths emerge only in its full 229-minute version -- the 139-minute and other edited versions don't make nearly the same impact.","['New York', 'Sergio Leone', 'likable characters', 'self-imposed exile', 'cinematic masterpiece', 'graphic violence', 'final film', 'gangster careers', 'sad elegy', 'Jewish pals', 'Lower East', 'gangster-film mythology', 'time period', 'film work', 'different levels', '229-minute version', 'Noodles']"
"Based on Terence Rattigan's play, Separate Tables is about a number of characters and their adventures at a British seaside hotel. Among the guests are an alleged war hero (David Niven), a timid spinster (Deborah Kerr) and her domineering mother (Gladys Cooper), and a divorced couple (Burt Lancaster, Rita Hayworth) trying to re-ignite their romance despite the presence of his mistress ( Wendy Hiller ). All of the characters' lives become intertwined in the course of the film as the story examines love affairs and secrets. Separate Tables is a fine, textured drama, filled with terrific performances and was nominated for several Academy Awards, including Best Picture, Best Actress (Deborah Kerr), Best Actor (David Niven), Best Supporting Actress (Wendy Hiller), Best Screenplay From Another Medium, Best Cinematography and Best Music. Niven and Hiller won Oscars for the film.","['Wendy Hiller', 'David Niven', 'Deborah Kerr', 'British seaside hotel', 'Separate Tables', 'alleged war hero', 'Terence Rattigan', 'timid spinster', 'Rita Hayworth', 'Gladys Cooper', 'terrific performances', 'Best Cinematography']"
"A man finds himself having to decide between one of two women -- not once, but twice -- in this independent drama. In 1993, Coles ( Mark Ruffalo ) is a film student at Sarah Lawrence where he meets two fellow undergrads, Thea ( Kathleen Robertson ) and Sam ( Maya Stange ). Coles and Sam come together and Thea fades out of the picture. In time, Sam tires of Coles' aimlessly hedonistic attitude, and they break up. Ten years later, Coles, after a failed career in feature films, is doing animation for an advertising agency and living with his girlfriend, Claire ( Petra Wright ); Thea helps run a successful restaurant with her husband, Miles ( David Thornton ); and Sam, smarting from a bad breakup, returns to New York after several years in London. Coles runs into Sam and discovers he still has strong feelings for her, but has to decide if they're strong enough to break off his relationship with Claire. XX/XY was the first feature film from writer/director Austin Chick .","['Coles', 'writer/director Austin Chick', 'Sam tires', 'Maya Stange', 'fellow undergrads', 'Mark Ruffalo', 'Thea', 'independent drama', 'Kathleen Robertson', 'Sarah Lawrence', 'bad breakup', 'Petra Wright', 'strong feelings', 'film student', 'David Thornton', 'successful restaurant', 'advertising agency', 'feature films', 'New York']"
"This ground-breaking film won a Special Jury Prize at the 1960 Cannes Film Festival and established its director, Michelangelo Antonioni , as a major international talent. The plot concerns a yachting trip by a small group of jaded socialites, including Sandro ( Gabriele Ferzetti ), an aging architect who sold out for easy money long ago, his mistress Anna ( Lea Massari ), and her friend Claudia ( Monica Vitti ), who doesn't fit in with the wealthy jet-setters' dissolute ethics. When Anna disappears during a tour of a volcanic island, Claudia initially blames Sandro's emotionally barren behavior toward her. As they search the island, however, Claudia and Sandro grow closer and -- when it is apparent that Anna is gone forever -- become lovers. Unfortunately, Sandro cannot find anything decent inside himself and betrays Claudia with a local prostitute. Caught in the act, Sandro has a heartrending breakdown on a desolate beach, but Claudia silently forgives him. L'avventura caught many audiences who were expecting a mystery by surprise; as in La notte (1961), The Eclipse (1962), and Red Desert (1964), Antonioni is interested less in developing a logical story than in exploring states of feeling and breakdowns in human connection.","['Special Jury Prize', 'Cannes Film Festival', 'major international talent', 'Sandro', 'friend Claudia', 'Michelangelo Antonioni', 'mistress Anna', 'ground-breaking film', 'dissolute ethics', 'Monica Vitti', 'jaded socialites', 'Gabriele Ferzetti', 'wealthy jet-setters', 'yachting trip', 'Lea Massari', 'local prostitute', 'La notte', 'small group', 'easy money', 'volcanic island', 'desolate beach', 'logical story', 'Red Desert', 'human connection']"
"Considered by many to be the finest silent film ever made by a Hollywood studio, F.W. MURNAU 's Sunrise represents the art of the wordless cinema at its zenith. Based on the Hermann Sudermann novel A Trip to Tilsit, this ""Song of Two Humans"" takes place in a colorful farming community, where people from the city regularly take their weekend holidays. Local farmer George O'Brien , happily married to Janet Gaynor , falls under the seductive spell of Margaret Livingston , a temptress from The City. He callously ignores his wife and child and strips his farm of its wealth on behalf of Livingston , but even this fails to satisfy her. One foggy evening, O'Brien meets Livingston at their usual swampland trysting place. She bewitches him with stories about the city -- its jazz, its bright lights, its erotic excitement. Thrilled at the prospect of running off with Livingston , O'Brien stops short: ""What about my wife?"" Drawing ever closer to her victim, Livingston murmurs ""Couldn't she just...drown?"" (the subtitle bearing these words then ""melts"" into nothingness). In his delirium, the husband agrees. The plan is to row Gaynor to the middle of the lake, then capsize the boat. Gaynor will drown, while O'Brien will save himself with some bulrushes that he'd previously hidden in the boat; thus, the murder will look like an accident. The next day, the brooding O'Brien begins slowly rowing his unsuspecting wife across the lake. Halfway to shore, he makes his intentions clear, but is unable to go through with it. As his wife cringes in terror, O'Brien rows to the other side of lake. Once ashore, she runs away from him in terror, as he stumbles after her, trying to apologize. Gaynor boards a streetcar bound for the city, with O'Brien climbing aboard a few seconds afterward. Upon reaching the city (a renowned set design), O'Brien continues trying to make amends to his wife. They sit disconsolately at a table in a restaurant, unable to eat the plate of cake that is set before them. Slowly, Gaynor begins overcoming her fear. The couple wander into a church, where a wedding is taking place. Breaking down in sobs, O'Brien begins repeating the wedding vows, thereby convincing Gaynor that she has nothing to fear. Together again, the couple embraces in the middle of a busy street, oblivious to the honking horns and irate motorists. Anxious to prove to each other that all is well, the husband and wife spend a delightful afternoon having their pictures taken and ""dolling up"" in a posh barber shop. They cap their unofficial second honeymoon at a joyous festival in an outsized amusement park. More in love with each other than ever before, O'Brien and Gaynor head back across the lake in the dark of night. Suddenly, a storm arises. Pulling out the bulrushes with which he'd planned to save himself, O'Brien straps them onto Janet, telling her to swim to shore. The storm passes. Washing up on shore, the unconscious O'Brien is brought home. But Gaynor is nowhere to be found, and it is assumed that she has died in the storm. Half-insane, O'Brien strikes out at Livingston , the instigator of the murder plan. Just as he is about to throttle the treacherous temptress, he is summoned home; his wife is alive! As Livingston stumbles out of the village, O'Brien and Gaynor cling tightly to one another, watching the sun rise above their now-happy home. Together with Seventh Heaven , Sunrise earned Janet Gaynor the first-ever Best Actress Academy Award, while Charles Rosher and Karl Struss walked home with the industry's first Best Photography Oscar. The film itself was also in the Oscar race, but lost out to the more financially successful Wings .","[""O'Brien"", 'Gaynor', ""farmer George O'Brien"", 'Janet Gaynor']"
