movie overview,movie keywords
"Via their documentary Girls Rock! , co-directors Arne Johnson and Shane King transport viewers to a most unusual summer destination: Rock 'n' Roll Camp, where young women from ages 8 to 18 each spend one week learning to choose a band, play a rock instrument, and write a song. The central lesson behind the week's activities involves a complete liberation from social conformity and from traditionally accepted behavioral rules and gender stereotyping. More significantly, such real-life rock legends as Sleater-Kinney and Carrie Brownstein participate in the camp, encouraging the young girls to fully accept their own individuality, eccentricities, and interpersonal differences, while they offer instruction on such areas as anger management and self-defense. The documentary -- like each week of the camp itself -- concludes with a massive rock concert, performed by the bands in front of over 700 people.","['co-directors Arne Johnson', 'documentary Girls Rock', 'Shane King transport', 'unusual summer destination', 'massive rock concert', 'Carrie Brownstein', 'gender stereotyping', 'social conformity', 'rock instrument', 'Roll Camp', 'young women', 'complete liberation', 'interpersonal differences', 'real-life rock']"
"Both actress Judy Davis and director Gillian Armstrong made a big splash on the international scene with this charming Australian film that examines late 19th century Australian society from the perspective of a headstrong woman who refuses to follow convention. The film charts the developing self-awareness of Sybylla Melvyn ( Judy Davis ) as she grows from an insecure tomboy to a self-assured woman. Sybylla wants to be a writer and stuns her family and friends by her insistence on following her dream. Despite the objections of her family acquaintances, she rejects the marriage proposal from the rich Harry Beecham ( Sam Neill ) to continue going her own way, in spite of the odds stacked against her in a repressive Victorian environment.","['actress Judy Davis', 'director Gillian Armstrong', 'charming Australian film', 'late 19th century', 'rich Harry Beecham', 'repressive Victorian environment', 'headstrong woman', 'big splash', 'insecure tomboy', 'Sybylla Melvyn', 'Sam Neill', 'family acquaintances', 'international scene', 'Australian society', 'marriage proposal', 'self-assured woman']"
"The Ballad of Little Jo is based on a true story -- several true stories, in fact. Suzy Amis plays demure young Josephine Monagan, who in 1866 is run out of her home town after bearing an illegitimate child. Fleeing westward, Josephine is terrified by stories of how treacherous the frontier can be for a woman alone. As a result, upon arriving in the muddy burg of Ruby City, she disguises herself as a man, going so far as to scar her face to suggest that she's been in a few scrapes. In this guise, ""Little Jo"" does just fine by herself for nearly 30 years! Almost as good as Suzy Amis is Bo Hopkins as gunslinger Frank Badger, Little Jo's best buddy (if only he knew....) Written and directed by Maggie Greenwald , The Ballad of Little Jo does a marvelous job conveying the people and places of its period; and, unlike Bad Girls (which was released around the same time), we aren't bludgeoned to death by feminist revisionism. Unfortunately ignored when it went out to theatres in the fall of 1993, The Ballad of Little Jo has fared rather better on video.","['Little Jo', 'Suzy Amis', 'Suzy Amis plays', 'young Josephine Monagan', 'gunslinger Frank Badger', 'muddy burg', 'illegitimate child', 'true story', 'Maggie Greenwald', 'home town', 'true stories', 'feminist revisionism', 'Bo Hopkins', 'Ruby City', 'marvelous job', 'Bad Girls', 'Ballad']"
"An expectant, ultra-modern mother living in 1913 Barcelona is thrust into a complex and labyrinthine mystery when her psychiatrist husband goes missing and she is forced to seek the help of her conservative brother-in-law in locating her missing spouse in director Joaquin Oristrell 's Freudian period comedy. Alma is a modern woman of very modern means; her father Spain's foremost neurosurgeon and her husband, Leon, a devoted follower of controversial Austrian psychiatrist Sigmund Freud. After arriving home one summer afternoon to find her tearful husband mumbling incoherent words of woe, Alma's life is turned upside down when Leon suddenly disappears. With no one else to turn to than her lovelorn brother-in-law Salvador -- likewise a psychiatrist who secretly pines for Alma despite being married to her sister -- Alma's discovery of a strange manuscript on hysteria and female sexuality proves the launching point for a tireless quest to locate her missing husband and discover the true meaning behind his inexplicable disappearance.","['psychiatrist Sigmund Freud', 'lovelorn brother-in-law Salvador', 'director Joaquin Oristrell', 'psychiatrist husband', 'conservative brother-in-law', 'tearful husband', 'labyrinthine mystery', 'ultra-modern mother', 'inexplicable disappearance', 'tireless quest', 'devoted follower', 'incoherent words', 'summer afternoon', 'Alma', 'father Spain', 'launching point', 'strange manuscript', 'modern means', 'female sexuality', 'modern woman']"
"Mulan II , the direct-to-video sequel to the Disney hit Mulan , begins with the title character becoming engaged to General Shang. Before they can begin a life of wedded bliss, they must escort a trio of princesses to weddings of their own in order to facilitate a peace between warring nations. Mulan begins to believe her mission may be less than noble upon discovering that the women are being forced into arranged marriages against their will. Mulan ends up opposing her beloved General Shang in order to fight for what is right.","['General Shang', 'beloved General Shang', 'direct-to-video sequel', 'Mulan', 'title character']"
"Karyn Kusama makes her debut with this sensitive, subtly told coming-of-age story about boxing and love. Diana ( Michelle Rodriguez ) is a tough though painfully honest girl living in Brooklyn. Surly, frustrated, and directionless, Diana seems to have a ticket on the express train to expulsion; she repeatedly finds herself in detention and schoolyard fights. At home, her weak though abusive single father Sandro ( Paul Calderon ) clearly favorites her bookish brother Tiny (Ray Santiago) over her. While running an errand for her father, Diana finds herself in one of New York's more renowned boxing gyms, and she instantly connects to the same. Though traditionally a thoroughly male pastime in Latino culture, Diana perseveres and gains self-worth thanks to the help of gruff Panamanian trainer Hector ( Jaime Tirelli ). Soon Hector assumes the role of Diana's father from her deadbeat biological progenitor. As Diana gains physical strength and agility in the ring, she finds herself drawn to the dashing boxer Adrian (Santiago Douglas), who is supposedly involved with someone else. Slowly though, the two give into their mutual attraction and fall completely in love. Fate intervenes when the two lovers are scheduled to fight one another in the ring, forcing each to choose boxing or love. Executive-produced by none other than John Sayles , this film received rave reviews at the 2000 Sundance Film Festival.","['Diana', 'gains self-worth thanks', 'single father Sandro', 'bookish brother Tiny', 'Panamanian trainer Hector', 'deadbeat biological progenitor', 'thoroughly male pastime', 'gains physical strength', 'dashing boxer Adrian', 'Diana perseveres', 'Sundance Film Festival', 'Karyn Kusama', 'coming-of-age story', 'boxing gyms', 'schoolyard fights', 'Michelle Rodriguez', 'Ray Santiago', 'Paul Calderon', 'Santiago Douglas', 'Jaime Tirelli', 'John Sayles', 'express train', 'Latino culture', 'New York', 'rave reviews', 'mutual attraction', 'love']"
"As produced by heavyweight Stephen Woolley ( The Crying Game ) and headlined by Sally Hawkins ( Happy-Go-Lucky ) and Bob Hoskins ( The Long Good Friday ), this period docudrama brings to life a pivotal event from British history. In 1968, women's rights took a broad leap forward when workers at the Ford Dagenham automobile plant -- buckling beneath deplorable working conditions rightly perceived as gender discrimination -- suddenly stormed out into the streets and began to strike in protest of the unfair treatment levied at them. Little could they have foreseen the ramifications that this courageous and noble act would engender in successive years. Christopher Smith directs.","['heavyweight Stephen Woolley', 'Ford Dagenham automobile', 'deplorable working conditions', 'period docudrama', 'Sally Hawkins', 'Bob Hoskins', 'Crying Game', 'pivotal event']"
"Jeannie Epper and Zoe Bell are two women who get hurt for a living -- they're Hollywood stuntwomen, who take the falls and dodge the punches while taking the place of glamorous stars. Epper 's big break came when she was hired to stand in for Lynda Carter on the Wonder Woman television series in the 1970s, while Bell made a name for herself doing Lucy Lawless ' stunt work for Xena: Warrior Princess . Double Dare is a documentary which looks at the lives and careers of these two women, as well as their friendship. Epper , in her early sixties, finds herself dealing with ageism in the entertainment industry, just as she's dealt with sexism much of her life, as she struggles to stay in the game, while Bell learns from her older friend not only the nuts and bolts of stunt work but the trails Epper and her compatriots had to blaze to be respected in their profession. Double Dare also features appearances by Quentin Tarantino and Steven Spielberg .","['Double Dare', 'stunt work', 'Wonder Woman television', 'Zoe Bell', 'Hollywood stuntwomen', 'glamorous stars', 'Jeannie Epper', 'Lucy Lawless', 'Quentin Tarantino', 'Lynda Carter', 'Warrior Princess', 'big break', 'Steven Spielberg', 'early sixties', 'older friend', 'entertainment industry', 'trails Epper']"
"Francois Girard directed this drama tracing the history of a musical instrument through five countries and three centuries. In 1681, to keep the spirit of his wife alive, an Italian paints the violin with a red varnish made from her blood. It is later found in the Austrian Alps when a prodigy gives a performance in the court of Vienna in 1792. Taken by gypsies, the instrument is acquired by a Dionysian composer. After a journey by boat to China in 1966, it is hidden during the Cultural Revolution. In contemporary Canada, it is spotted at an auction house by a violin expert ( Samuel L. Jackson ) who becomes obsessed with it. Scripted by Girard and Don McKellar . Filmed on a $10 million budget in Montreal, China, Italy, Austria, and Oxford.","['Samuel L. Jackson', 'Francois Girard', 'Dionysian composer', 'red varnish', 'Austrian Alps', 'violin expert', 'Don McKellar', 'Italian paints', 'musical instrument', 'Cultural Revolution', 'contemporary Canada', 'auction house']"
"Razzle-dazzle showman Michael Todd hocked everything he had to make this spectacular presentation of Jules Verne's 1872 novel Around the World in 80 Days , the second film to be lensed in the wide-screen Todd-AO production. Nearly as fascinating as the finished product are the many in-production anecdotes concerning Todd 's efforts to pull the wool over the eyes of local authorities in order to cadge the film's round-the-world location shots--not to mention the wheeling and dealing to convince over forty top celebrities to appear in cameo roles. David Niven heads the huge cast as ultra-precise, supremely punctual Phileas Fogg, who places a 20,000-pound wager with several fellow members of London Reform Club, insisting that he can go around the world in eighty days (this, remember, is 1872). Together with his resourceful valet Passepartout ( Cantinflas ), Fogg sets out on his world-girdling journey from Paris via balloon. Meanwhile, suspicion grows that Fogg has stolen his 20,000 pounds from Bank of England. Diligent Inspector Fix ( Robert Newton ) is sent out by the bank's president ( Robert Morley ) to bring Fogg to justice. Hopscotching around the globe, Fogg pauses in Spain, where Passepartout engages in a comic bullfight (a specialty of Cantinflas ). In India, Fogg and Passepartout rescue young widow Princess Aouda ( Shirley MacLaine , in her third film) from being forced into committing suicide so that she may join her late husband. The threesome visit Hong Kong, Japan, San Francisco, and the Wild West. Only hours short of winning his wager, Fogg is arrested by the diligent Inspector Fixx. Though exonerated of the bank robbery charges, he has lost everything--except the love of the winsome Aouda. But salvation is at hand when Passepartout discovers that, by crossing the International Date Line, there's still time to reach the Reform Club. Will they make it? See for yourself. Among the film's 46 guest stars, the most memorable include Marlene Dietrich , Charles Boyer , Jose Greco , Frank Sinatra , Peter Lorre , Red Skelton , Buster Keaton , John Mills , and Beatrice Lillie . All were paid in barter-- Ronald Colman did his brief bit for a new car. Newscaster Edward R. Murrow provides opening narration, and there's a tantalizing clip from Georges Méliès ' A Trip to the Moon (1902). Offering a little something for everyone, Around the World in 80 Days is nothing less than an extravaganza, and it won 5 Oscars, including Best Picture and Best Cinematography.","['punctual Phileas Fogg', 'resourceful valet Passepartout', 'diligent inspector', 'diligent Inspector Fixx', 'Diligent Inspector Fix', 'showman Michael Todd', 'round-the-world location shots', 'wide-screen Todd-AO production', 'London Reform Club', 'Passepartout rescue', 'threesome visit Hong', 'Newscaster Edward R.', 'bank robbery charges', 'widow Princess Aouda', 'International Date Line', 'in-production anecdotes', '20,000-pound wager', 'Jules Verne', 'world-girdling journey', 'spectacular presentation', 'cameo roles', 'comic bullfight', 'finished product', 'David Niven', 'local authorities', 'Shirley MacLaine', 'Robert Morley', 'winsome Aouda', 'huge cast', 'fellow members']"
"A South African mercenary and a Mende fisherman find their fates forever intertwined as they embark on a quest to obtain a rare and highly coveted pink diamond in director Edward Zwick 's frantic adventure drama. Ripped from his family farm and forced to toil away in the sweltering South African diamond fields, Solomon Vandy ( Djimon Hounsou ) discovered an extraordinary rough stone of immeasurable value. Danny Archer ( Leonardo DiCaprio ) is a hired gun who specializes in the sale of so-called ""blood diamonds"" that are used to finance rebellions and terrorist organizations, and is currently serving time for smuggling. As a bloody civil war rages in Sierra Leone and Archer learns that Vandy has safely hidden the diamond in a place where no one would ever suspect, the pair enlist the aid of disillusioned American journalist Maddy Bowen ( Jennifer Connelly ) in recovering the treasure that has the power to save Vandy's family and provide the desperate Archer with a much-needed chance for redemption.","['coveted pink diamond', 'director Edward Zwick', 'frantic adventure drama', 'journalist Maddy Bowen', 'extraordinary rough stone', 'civil war rages', 'African diamond fields', 'Danny Archer', 'desperate Archer', 'Mende fisherman', 'pair enlist', 'Leonardo DiCaprio', 'much-needed chance', 'South African', 'Sierra Leone', 'Solomon Vandy', 'Jennifer Connelly', 'terrorist organizations', 'blood diamonds', 'family farm', 'Djimon Hounsou', 'immeasurable value']"
"Bugsy is a character study of mobster Benjamin ""Bugsy"" Siegel wrapped up in a gangster movie. Siegel ( Warren Beatty in a flashy performance) arrives in California in the Forties, assigned to oversee the L.A. rackets. He is quickly seduced by both the glamour of Hollywood and actress Virginia Hill ( Annette Bening ), whom he romances despite being unable to leave his wife and children. Siegel soon has a vision to transform a barren stretch of Nevada desert into an oasis of gambling and entertainment -- the seeds from which Las Vegas was sown. Funded by his gangster bosses, including Meyer Lansky ( Ben Kingsley ), the flamboyant Siegel sees his budget soar past its original $6 million, a problem compounded by the fact that Virginia has embezzled $2 million of it. In trouble with his superiors, Siegel flies back to L.A. to face the music, telling Virginia to keep the money. He would not live to see his dream of Las Vegas come true. The film is fast-paced and well-directed by Barry Levinson , with an intelligent script by James Toback and excellent support from Kingsley and Harvey Keitel as gangster Mickey Cohen.","['gangster Mickey Cohen', 'actress Virginia Hill', 'flamboyant Siegel', 'Las Vegas', 'gangster movie', 'gangster bosses', 'mobster Benjamin', 'Annette Bening', 'Ben Kingsley', 'flashy performance', 'Warren Beatty', 'Meyer Lansky', 'character study', 'L.A. rackets', 'James Toback', 'barren stretch', 'Harvey Keitel', 'Barry Levinson', 'Nevada desert', 'excellent support', 'intelligent script', 'Bugsy']"
"Steven Spielberg followed Jaws (1975), his first major box-office success, with this epic science fiction adventure about a disparate group of people who attempt to contact alien intelligence. Roy Neary ( Richard Dreyfuss ) is an electrical lineman who, while sent out on emergency repairs, witnesses an unidentified flying object, and even has a ""sunburn"" from its bright lights to prove it. Neary's wife and children are at first skeptical, then concerned, and eventually fearful, as Roy refuses to accept a ""logical"" explanation for what he saw and is prepared to give up his job, his home, and his family to pursue the ""truth"" about UFOs. Neary's obsession eventually puts him in contact with others who've had close encounters with alien spacecraft, including Jillian ( Melinda Dillon ), a single mother whose son disappeared during her UFO experience, and Claude Lacombe (celebrated French filmmaker François Truffaut ), a French researcher who believes that we can use a musical language to communicate with alien visitors. Lacombe's theory is put to the test when a band of government researchers and underground UFO enthusiasts (including Neary) join for an exchange with alien visitors near Devil's Tower, Wyoming. In 1980, a ""Special Edition"" was released. While its primary selling point was the addition of scenes inside the alien spaceship, Spielberg claimed that he also cleaned up some choppy editing in the second act.","['alien visitors', 'major box-office success', 'Roy Neary', 'epic science fiction', 'unidentified flying object', 'filmmaker Fran\xc3\xa7ois Truffaut', 'underground UFO enthusiasts', 'alien intelligence', 'primary selling point', 'alien spacecraft', 'alien spaceship', 'Steven Spielberg', 'Claude Lacombe', 'disparate group', 'Richard Dreyfuss', 'electrical lineman', 'Melinda Dillon', 'choppy editing', 'UFO experience', 'emergency repairs', 'bright lights', 'close encounters', 'French researcher', 'musical language', 'Special Edition', 'single mother', 'government researchers']"
"A little girl is found wandering in the desert, in a state of complete shock. When she finally revives, she can scream out only one word: ""Them!"" Any aficionado of 1950s horror films can readily tell you that ""Them"" are giant ants, a byproduct of the radiation attending the atomic bomb tests of the era. Extremely well organized, these deadly eight-to-twenty-foot mutations converge on the storm drains of Los Angeles in the finale. Forming a united front against the oncoming ant battalions are New Mexico police sergeant James Whitmore , FBI representative James Arness , and father-and-daughter entomologists Edmund Gwenn and Joan Weldon . Since the details of Them are fairly common knowledge today, the mystery-thriller structure of the film's first half tends to drag a bit. Things liven up considerably during the search-and-destroy final reels, as the audience is barraged with convincing special effects and miniature work-not to mention that eerie ant-induced sound effect, so often imitated by subsequent lesser films. Fess Parker appears in a starmaking cameo as a pilot driven to the booby hatch after witnessing the ants in action, while an uncredited Leonard Nimoy is seen pulling info out of IBM machine. Definitely the high point in the careers of director Gordon Douglas and scenarists Ted Sherdeman and George Worthing Yates , Them is also one of the handful of vintage science-fiction thrillers that holds up as well today as it did when first released. (Sidebar: Though filmed in black-and-white, Them is alleged to have been released with a Technicolor opening title, the word THEM! hurtling towards the audience in a vibrant red).","['oncoming ant battalions', 'entomologists Edmund Gwenn', 'representative James Arness', 'deadly eight-to-twenty-foot mutations', 'uncredited Leonard Nimoy', 'atomic bomb tests', 'convincing special effects', 'eerie ant-induced sound', 'New Mexico police', 'subsequent lesser films', 'Technicolor opening title', 'search-and-destroy final reels', 'vintage science-fiction thrillers', 'George Worthing Yates', 'scenarists Ted Sherdeman', 'director Gordon Douglas', 'giant ants', 'complete shock', 'mystery-thriller structure', 'little girl', 'James Whitmore', 'Fess Parker', 'booby hatch', 'Joan Weldon', 'horror films', 'Los Angeles', 'starmaking cameo', 'miniature work-not', 'IBM machine', 'high point']"
"When a failed assassination attempt occurs on the President's ( Cotter Smith ) life by the teleporting mutant Nightcrawler ( Alan Cumming ), it's Professor Xavier ( Patrick Stewart ) and his School for Gifted Youngsters who are targeted for the crime. While Jean Grey ( Famke Janssen ) and Storm ( Halle Berry ) try and locate the assassin, Cyclops ( James Marsden ) and Xavier (also known as 'Professor X') seek answers from their old foe Magneto ( Ian McKellan ) in his glass cell...Little do they know they're walking into a trap set by the villainous William Stryker ( Brian Cox ), a mysterious governmental figure that figures into Wolverine's ( Hugh Jackman ) secretive past, along with information about the X-Men's operation, supplied by Magneto through a mind-controlling agent. Meanwhile Wolverine, just home from a failed mission to regain his memory, is in charge of the students when a crack-commando team led by Stryker infiltrates the school by order of the President. With a mansion full of young, powerful mutants and the ferocious Wolverine in babysitter mode, can he defend the school against the one man who can answer his questions? What roles do the sinister Mystique ( Rebecca Romijn-Stamos ) and Lady Deathstrike ( Kelly Hu ) have in all of this? Why does Stryker want Professor X and his Cerebro machine? With the war between humanity and mutants escalating to extremes, can the rest of the X-Men trust their old foes to help them? Director Bryan Singer returns and raises the stakes in this sequel to the highly lauded 2000 adaptation of Marvel Comics' X-Men.","['villainous William Stryker', 'old foe Magneto', 'mysterious governmental figure', 'Bryan Singer returns', 'ferocious Wolverine', 'Professor Xavier', 'Gifted Youngsters', 'Cotter Smith', 'Famke Janssen', 'Ian McKellan', 'X-Men trust', 'powerful mutants', 'assassination attempt', 'Halle Berry', 'babysitter mode', 'James Marsden', 'Patrick Stewart', 'Cerebro machine', 'Brian Cox', 'glass cell', 'Jean Grey', 'mind-controlling agent', 'Kelly Hu', 'old foes', 'crack-commando team', 'Marvel Comics', 'Lady Deathstrike']"
"This first theatrical feature spun off from the television series Tales from the Crypt (which was in turn inspired by the infamous EC horror comics of the 1950s) concerns a mysterious man named Brayker ( Bill Sadler ), who arrives at a church-turned-rooming house in a small town in New Mexico. Hot on his trail is an equally mysterious and very menacing figure known as the Collector ( Billy Zane ), who arrives with policemen in tow; he claims that Brayker stole some keys from him, and he wants the cops to help him reclaim them. It turns out, however, that the ""keys"" are actually several amulets that contain drops of the blood of Christ; they can be used to ward off evil in the right hands, but they can lead the world to doom if used improperly. the Collector and his forces lay siege to the house with the other residents caught in the middle between Brayker and the Collector, including alcoholic Uncle Willy ( Dick Miller ), prostitute Cordelia ( Brenda Bakke ), sleazy Southerner Roach ( Thomas Haden Church ), postal employee Wally ( Charles Fleischer ), sensible Jeryline ( Jada Pinkett ), and landlady Irene ( CCH Pounder ). Bordello of Blood , the second Tales from the Crypt feature, hit theaters the following year.","['infamous EC horror', 'television series Tales', 'sleazy Southerner Roach', 'alcoholic Uncle Willy', 'Thomas Haden Church', 'postal employee Wally', 'mysterious man', 'menacing figure', 'prostitute Cordelia', 'Crypt feature', 'CCH Pounder', 'Brenda Bakke', 'landlady Irene', 'theatrical feature', 'Billy Zane', 'church-turned-rooming house', 'small town', 'New Mexico', 'right hands', 'Dick Miller', 'keys', 'Brayker', 'Bordello', 'Collector', 'policemen', 'Sadler', 'amulets', 'blood']"
"The explosive X-Men motion picture trilogy officially draws to a close with this release that finds Rush Hour director Brett Ratner stepping in for Bryan Singer to tell the tale of a newly discovered mutant ""cure,"" and the polarizing effect it has on mutant/man relations. With the pressure on mutants to give up their powers and pledge alliance with the human race reaching a critical turning point, Professor Charles Xavier ( Patrick Stewart ) urges tolerance and understanding as his nemesis Magneto ( Ian McKellen ) gathers a powerful resistance in preparation for the ultimate war against humankind. Hugh Jackman , Halle Berry , Anna Paquin , and James Marsden return to reprise the roles they played in the previous two X-Men films, with Kelsey Grammer and Vinnie Jones joining the cast as Beast and Juggernaut respectively.","['explosive X-Men motion', 'director Brett Ratner', 'James Marsden return', 'Professor Charles Xavier', 'critical turning point', 'Kelsey Grammer', 'nemesis Magneto', 'X-Men films', 'Ian McKellen', 'picture trilogy', 'Hugh Jackman', 'Halle Berry', 'Anna Paquin', 'Bryan Singer', 'Vinnie Jones', 'mutant/man relations', 'powerful resistance', 'Patrick Stewart', 'human race', 'ultimate war']"
"This $90 million science fiction adventure is adapted from the television series, created by Irwin Allen , which originally ran on CBS from 1965 to 1968. The original series employed a Swiss Family Robinson in outer space premise; sent to colonize a planet in the Alpha Centauri system, the Robinson family was thrown off course by a stowaway and was left wandering from planet to planet (and changing along the way from a black-and-white series to a color series). The 1998 remake is set in the year 2058, when the United Global Space Force sends Professor John Robinson ( William Hurt ) and family -- wife Maureen ( Mimi Rogers ), daughter Judy ( Heather Graham ), teen Penny ( Lacey Chabert ), and 10-year-old Will ( Jack Johnson ) -- on a promotional space jaunt to herald the ""offshore"" future for the human race (now saddled with eco problems on Earth). Major Don West ( Matt LeBlanc ), more accustomed to fighting menacing Global Sedition forces, is reluctant to sign on as the Jupiter II pilot but quickly changes his mind after he gets a good look at Judy in her fetish-fashioned space togs. Space spy Dr. Smith ( Gary Oldman ), hired to sabotage the mission, programs in problems but winds up aboard the craft unconscious. Once awake, he summons the Robinsons from suspended animation, and they save the ship just in time, passing through hyperspace to arrive near an Earth ship where they encounter space-pet Blawp and hordes of teethy spiders. A spider bite makes the villainous Smith mutate, one of some 750 special effects, from animatronics (Jim Henson Creature Shop) to CGI, and other adventures await throughout the galaxy. Cameos include actors from the original series, including June Lockhart and Robot Voice Dick Tufeld . In a curious coincidence, the TV series took place in the future of 1997, the year this movie was produced.","['Swiss Family Robinson', 'promotional space jaunt', 'outer space premise', 'menacing Global Sedition', 'science fiction adventure', 'Professor John Robinson', 'fetish-fashioned space togs', 'United Global Space', 'villainous Smith mutate', 'original series', 'Major Don West', 'Jim Henson Creature', 'Voice Dick Tufeld', 'television series', 'Robinson family', 'black-and-white series', 'color series', 'Lacey Chabert', 'Alpha Centauri', 'Irwin Allen', 'Space spy', 'TV series', 'William Hurt', 'Mimi Rogers', 'Gary Oldman', 'curious coincidence', 'eco problems', 'wife Maureen', 'Matt LeBlanc', 'Jack Johnson']"
"The X-Men are forced to confront an ancient mutant called Apocalypse ( Oscar Isaac ) in this comic-book adventure set in the 1980s. Eager to take over the world and remake it in his own image, Apocalypse recruits mutants to act as his powerful ""Four Horsemen"" -- among them is the tortured Magneto ( Michael Fassbender ), who believes humanity might be a lost cause after a personal tragedy. In time, Charles Xavier ( James McAvoy ) and his charges must work together to save the planet from this threat. New additions to this X-Men team include the elusive Nightcrawler ( Kodi Smit-McPhee ), fiery Cyclops ( Tye Sheridan ), and telepathically gifted Jean Grey ( Sophie Turner ). Rose Byrne , Jennifer Lawrence , and Olivia Munn co-star.","['Olivia Munn co-star', 'gifted Jean Grey', 'comic-book adventure', 'Oscar Isaac', 'X-Men team', 'James McAvoy', 'Tye Sheridan', 'Kodi Smit-McPhee', 'personal tragedy', 'Sophie Turner', 'Charles Xavier', 'Rose Byrne', 'New additions', 'Jennifer Lawrence']"
"Multimedia horror maven Clive Barker followed the success of his feature directorial debut, Hellraiser , with this equally surreal effort, based on his novella Cabal. The story involves the plight of Aaron Boone ( Craig Sheffer ), a young man tormented by visions of monstrous, graveyard-dwelling creatures. Seeking the aid of his clinically cold therapist Dr. Decker (played by Canadian horror auteur David Cronenberg ) in deciphering his nightmares, Boone becomes convinced that his frequent blackouts are linked to a recent spate of mutilation murders in the area. His frantic search for the truth leads him to the subterranean city of Midian, the dwelling place of a mythical race of undead nocturnal monsters known as the ""Nightbreed."" But it is only after he is cornered and shot dead by police that Boone's real journey begins -- he finds himself resurrected as one of the Breed. Though Barker 's unique and graphic vision is somewhat blunted by choppy editing (thanks to relentless tampering from the studio), this is nevertheless a fine sophomore project from a talented storyteller; the central conceit of presenting the monsters as the ""good guys"" -- at least compared to the gun-and-bible-toting lunatics who hunt them -- is handled with verve and originality.","['maven Clive Barker', 'feature directorial debut', 'equally surreal effort', 'auteur David Cronenberg', 'undead nocturnal monsters', 'clinically cold therapist', 'fine sophomore project', 'Aaron Boone', 'novella Cabal', 'mutilation murders', 'relentless tampering', 'frequent blackouts', 'recent spate', 'choppy editing', 'frantic search', 'Dr. Decker', 'gun-and-bible-toting lunatics', 'subterranean city', 'dwelling place', 'graveyard-dwelling creatures', 'Craig Sheffer', 'young man', 'mythical race', 'good guys', 'central conceit', 'real journey']"
"Wealthy Helene Delambre ( Patricia Owens ) is discovered late at night in the factory owned by her husband Andre ( David Hedison ). Helene stands beside a huge metal press, which has crushed the head and arm of her husband. Held for murder, the near-catatonic Helene refuses to tell anyone--not even Andre's brother Francois ( Vincent Price )--why she did it. Francois cannot help but notice that Helene reacts in mortal terror when a tiny flies zips through the room. Nor can he disregard the statement made by Helene's son Philippe ( Charles Herbert ) that the fly has a curious white head and leg. When Francois pretends that he's captured the fly, Helene relaxes enough to tell her story. It seems that Andre, a scientist, had been working on a matter transmitter, which he claimed could disintegrate matter, then reintegrate it elsewhere. After a few experiments, Andre tried the transmitter himself. Just as he stepped into the disintegration chamber, a fly also flew into the chamber. We aren't immediately shown the results of this, save for the fact that Andre afterward insists upon keeping his head and arm covered. Alone with her husband, Helene abruptly removes the covering, revealing that Andre now bears the head of a fly! His atoms have become mixed up with the fly, and now he is unable to reverse the procedure. Deciding that his transmitter will be a bogy rather than a blessing to mankind, Andre smashes the apparatus and burns his notes. He then instructs Helene, via body language, to crush his fly-like head and arm in the press. Neither Francois nor inspector Charas ( Herbert Marshall ) believe the story...until, while staring intently at a spider's web in the garden, they see a tiny entrapped fly with Andre's head and arm, tinnily screaming ""Help me! Help me!"" as the slavering spider approaches (If you're wondering why Vincent Price and Herbert Marshall do not look one another in the eye during this scene, it is because they couldn't deliver their dialogue without dissolving into laughter). Infinitely subtler than the admittedly excellent 1986 remake, the 1958 The Fly is one of the definitive big-budget horror films of its decade. Best bit: the prismatic ""fly's eye view"" of the screaming Patricia Owens. The Fly was adapted from George Langelaan's short story by James ( Shogun ) Clavell.","['Helene', 'Wealthy Helene Delambre', 'Andre', 'Patricia Owens', 'husband Andre', 'near-catatonic Helene', 'huge metal press', 'tiny flies zips', 'Vincent Price', 'curious white head', 'tiny entrapped fly', 'definitive big-budget horror', 'Herbert Marshall']"
"This single-episode OVA release was animated entirely with CG. It takes place in the year 2124, when a group of pilots are tasked with sending a sealed medical container into orbit because its mysterious content is too dangerous to be allowed on Earth. What the crew doesn't know, however, is just what that content is: a shapeless, malicious creature that can identify any living being on a genetic level and make itself into an exact copy. This creature could be extremely dangerous if left on Earth and would certainly mean death for the crew if it were to escape....","['single-episode OVA release', 'malicious creature', 'medical container', 'exact copy', 'mysterious content', 'genetic level']"
